source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
CharacterAcquiredTraitModuleSO,acquired-trait:module:battle-temper,CharacterAcquiredTraitModuleSO|acquired-trait:module:battle-temper,references,acquired-trait:acquired-trait:module:battle-temper,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_battle-temper.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:battle-temper,CharacterAcquiredTraitModuleSO|acquired-trait:module:battle-temper,references,effect:character:combat-power:multiply,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:combat-power:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_battle-temper.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:battle-temper,CharacterAcquiredTraitModuleSO|acquired-trait:module:battle-temper,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_battle-temper.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:night-vigil,CharacterAcquiredTraitModuleSO|acquired-trait:module:night-vigil,references,acquired-trait:acquired-trait:module:night-vigil,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_night-vigil.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:night-vigil,CharacterAcquiredTraitModuleSO|acquired-trait:module:night-vigil,references,acquired-trait:module:night-vigil:effect:1,,,drawbackBindingIds,drawback Binding Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_night-vigil.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:night-vigil,CharacterAcquiredTraitModuleSO|acquired-trait:module:night-vigil,references,effect:character:work-speed:multiply,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:work-speed:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_night-vigil.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:night-vigil,CharacterAcquiredTraitModuleSO|acquired-trait:module:night-vigil,references,effect:character:work-speed:multiply,,,effects.1.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:work-speed:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_night-vigil.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:night-vigil,CharacterAcquiredTraitModuleSO|acquired-trait:module:night-vigil,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_night-vigil.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:night-vigil,CharacterAcquiredTraitModuleSO|acquired-trait:module:night-vigil,references,shift:day,,,effects.1.condition,Unity asset reference,content-reference,resolved-content,GameplayEffectConditionDefinitionSO|shift:day,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_night-vigil.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:night-vigil,CharacterAcquiredTraitModuleSO|acquired-trait:module:night-vigil,references,shift:night,,,effects.0.condition,Unity asset reference,content-reference,resolved-content,GameplayEffectConditionDefinitionSO|shift:night,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_night-vigil.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:ritual-attunement,CharacterAcquiredTraitModuleSO|acquired-trait:module:ritual-attunement,references,acquired-trait:acquired-trait:module:ritual-attunement,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_ritual-attunement.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:ritual-attunement,CharacterAcquiredTraitModuleSO|acquired-trait:module:ritual-attunement,references,effect:character:research-speed:multiply,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:research-speed:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_ritual-attunement.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:ritual-attunement,CharacterAcquiredTraitModuleSO|acquired-trait:module:ritual-attunement,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_ritual-attunement.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:scar-memory,CharacterAcquiredTraitModuleSO|acquired-trait:module:scar-memory,references,acquired-trait:acquired-trait:module:scar-memory,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_scar-memory.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:scar-memory,CharacterAcquiredTraitModuleSO|acquired-trait:module:scar-memory,references,effect:character:negative-mood-duration:multiply,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:negative-mood-duration:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_scar-memory.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:scar-memory,CharacterAcquiredTraitModuleSO|acquired-trait:module:scar-memory,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_scar-memory.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:social-bridge,CharacterAcquiredTraitModuleSO|acquired-trait:module:social-bridge,references,acquired-trait:acquired-trait:module:social-bridge,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_social-bridge.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:social-bridge,CharacterAcquiredTraitModuleSO|acquired-trait:module:social-bridge,references,effect:character:relationship-recovery:multiply,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:relationship-recovery:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_social-bridge.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:social-bridge,CharacterAcquiredTraitModuleSO|acquired-trait:module:social-bridge,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_social-bridge.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:steady-hands,CharacterAcquiredTraitModuleSO|acquired-trait:module:steady-hands,references,acquired-trait:acquired-trait:module:steady-hands,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_steady-hands.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:steady-hands,CharacterAcquiredTraitModuleSO|acquired-trait:module:steady-hands,references,effect:craft:quality-score:addflat,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:craft:quality-score:addflat,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_steady-hands.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:steady-hands,CharacterAcquiredTraitModuleSO|acquired-trait:module:steady-hands,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_steady-hands.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:survival-instinct,CharacterAcquiredTraitModuleSO|acquired-trait:module:survival-instinct,references,acquired-trait:acquired-trait:module:survival-instinct,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_survival-instinct.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:survival-instinct,CharacterAcquiredTraitModuleSO|acquired-trait:module:survival-instinct,references,effect:character:accident-chance:multiply,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:accident-chance:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_survival-instinct.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:survival-instinct,CharacterAcquiredTraitModuleSO|acquired-trait:module:survival-instinct,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_survival-instinct.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:survival-instinct,CharacterAcquiredTraitModuleSO|acquired-trait:module:survival-instinct,references,work:dangerous,,,effects.0.condition,Unity asset reference,content-reference,resolved-content,GameplayEffectConditionDefinitionSO|work:dangerous,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_survival-instinct.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:work-rhythm,CharacterAcquiredTraitModuleSO|acquired-trait:module:work-rhythm,references,acquired-trait:acquired-trait:module:work-rhythm,,,capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_work-rhythm.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:work-rhythm,CharacterAcquiredTraitModuleSO|acquired-trait:module:work-rhythm,references,effect:character:work-speed:multiply,,,effects.0.definition,Unity asset reference,content-reference,resolved-content,GameplayEffectDefinitionSO|effect:character:work-speed:multiply,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_work-rhythm.asset
CharacterAcquiredTraitModuleSO,acquired-trait:module:work-rhythm,CharacterAcquiredTraitModuleSO|acquired-trait:module:work-rhythm,references,magnitude,,,formula.appliedParameterIds,applied Parameter Ids,content-reference,unresolved-content-reference,,Assets/Resources/SO/V25/AcquiredTraits/Modules/acquired-trait_module_work-rhythm.asset
