group,content_type,record_key,stable_id,display_name,description,mechanics,relations,existence_reason,reason_basis,review_status,review_reason,lifecycle_status,catalog_memberships,runtime_status,runtime_evidence,save_evidence,incoming_reference_count,incoming_source_types,system_role,strategic_niche,costs_and_risks,comparison_group,alternative_candidates,removal_impact,rationale_evidence,source_path,asset_guid,authored__cultureId,authored__m_Name,authored__requiredFacilityTag,authored__ritualName,authored__speciesTag
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:adventurer,funeral-culture:adventurer,Funeral_Adventurer,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:adventurer-burial,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:10,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Adventurer.asset,2f40d36cfafb2d946a5d7da18e7dea82,funeral-culture:adventurer,Funeral_Adventurer,facility:funeral:adventurer-burial,Adventurer burial,Adventurer
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:beastkin,funeral-culture:beastkin,Funeral_Beastkin,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:pack-farewell,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:4,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Beastkin.asset,abc3e6e7891de0746b41069f9134c174,funeral-culture:beastkin,Funeral_Beastkin,facility:funeral:pack-farewell,무리 장례,Beastkin
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:demon,funeral-culture:demon,Funeral_Demon,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:contract-burning,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:5,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Demon.asset,1bdf83822d4a08646a0806bc6f584f8f,funeral-culture:demon,Funeral_Demon,facility:funeral:contract-burning,계약 소각,Demon
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:golem,funeral-culture:golem,Funeral_Golem,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:core-rest,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:9,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Golem.asset,1454747a964467141be25d80e01f5d16,funeral-culture:golem,Funeral_Golem,facility:funeral:core-rest,핵 안치,Golem
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:harpy,funeral-culture:harpy,Funeral_Harpy,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:sky-burial,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:8,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Harpy.asset,edc578d8829d4ac49a90a6dd2b8ee4e5,funeral-culture:harpy,Funeral_Harpy,facility:funeral:sky-burial,하늘장,Harpy
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:kobold,funeral-culture:kobold,Funeral_Kobold,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:tool-burial,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:6,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Kobold.asset,135364852ab37314bb84114bb22d1d5c,funeral-culture:kobold,Funeral_Kobold,facility:funeral:tool-burial,도구 매장,Kobold
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:myconid,funeral-culture:myconid,Funeral_Myconid,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:spore-garden,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:7,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Myconid.asset,f3624611c1a41ca41856ee4ab6913b8c,funeral-culture:myconid,Funeral_Myconid,facility:funeral:spore-garden,포자 정원,Myconid
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:orc,funeral-culture:orc,Funeral_Orc,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:orc-vigil,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:slime, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:2,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Orc.asset,87ca3d5b77f7d2448938e220d5f8cebc,funeral-culture:orc,Funeral_Orc,facility:funeral:orc-vigil,무기 철야·화장,Orc
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:slime,funeral-culture:slime,Funeral_Slime,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:dissolution-pool,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:vampire",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:1,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Slime.asset,cb9e2bd2de5f7e242a2f4e303384798c,funeral-culture:slime,Funeral_Slime,facility:funeral:dissolution-pool,용해지,Slime
characters-traits,FuneralCultureSO,FuneralCultureSO|funeral-culture:vampire,funeral-culture:vampire,Funeral_Vampire,,작성 자산 정의,,다른 콘텐츠 1개가 이 정의를 참조한다.,relations-or-mechanics,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Species/Core/CharacterSpeciesDefinitionSO.cs; Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,Assets/Scripts/Services/Character/FuneralFestivalRuntime.cs,1,CharacterSpeciesSO,다른 콘텐츠 1개가 이 정의를 참조한다.,인물·특성 영역의 FuneralCultureSO 규칙을 분리해 재사용한다.,requiredFacilityTag=facility:funeral:blood-incense,FuneralCultureSO,"비교 후보(대체 가능성 미검증): FuneralCultureSO:funeral-culture:adventurer, FuneralCultureSO:funeral-culture:beastkin, FuneralCultureSO:funeral-culture:demon, FuneralCultureSO:funeral-culture:golem, FuneralCultureSO:funeral-culture:harpy, FuneralCultureSO:funeral-culture:kobold, FuneralCultureSO:funeral-culture:myconid, FuneralCultureSO:funeral-culture:orc, FuneralCultureSO:funeral-culture:slime",직접 참조 1건에 영향: CharacterSpeciesSO:characterspecies:3,relations-or-mechanics; niche=type-contract; cost=requiredFacilityTag,Assets/Resources/SO/Population/Funeral/Funeral_Vampire.asset,240637442e51b6b4f9ebd85ba25fa289,funeral-culture:vampire,Funeral_Vampire,facility:funeral:blood-incense,혈향 촛불,Vampire
