"faction_chapter_id","faction_id","chapter_number","kind","cross_faction_id","choice_count","choice_contracts","final_value_source","static_status"
"faction-chapter:beastkin:1","faction:dungeon:beastkin","1","0","—","3","support{bom=food:salted-meat-stew×4;kg=3.2;market=52;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×6/0d|작업 지연:faction-work:beastkin:1×2/0d} || bargain{bom=food:salted-meat-stew×2;kg=1.6;market=26;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×2/0d|세력 의무:faction:dungeon:beastkin×1/0d|작업 지연:faction-work:beastkin:1:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:beastkin×4/0d|위협도:faction-followup:beastkin:1×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:beastkin:2","faction:dungeon:beastkin","2","1","—","3","support{bom=medicine:standard×5;kg=1.5;market=175;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×7/0d|작업 지연:faction-work:beastkin:2×3/0d} || bargain{bom=medicine:standard×3;kg=0.9;market=105;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×3/0d|세력 의무:faction:dungeon:beastkin×1/0d|작업 지연:faction-work:beastkin:2:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:beastkin×5/0d|위협도:faction-followup:beastkin:2×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:beastkin:3","faction:dungeon:beastkin","3","2","faction:dungeon:demon","3","support{bom=equipment-item:shield:tower×6;kg=60;market=2952;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×8/0d|작업 지연:faction-work:beastkin:3×1/0d|세력 원한:faction:dungeon:demon×3/0d} || bargain{bom=equipment-item:shield:tower×3;kg=30;market=1476;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×3/0d|세력 의무:faction:dungeon:beastkin×1/0d|작업 지연:faction-work:beastkin:3:bargain×1/0d|세력 신뢰:faction:dungeon:demon×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:beastkin×6/0d|위협도:faction-followup:beastkin:3×1/0d|세력 신뢰:faction:dungeon:demon×2/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:beastkin:4","faction:dungeon:beastkin","4","3","—","3","support{bom=food:salted-meat-stew×7;kg=5.6;market=91;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×9/0d|작업 지연:faction-work:beastkin:4×2/0d} || bargain{bom=food:salted-meat-stew×4;kg=3.2;market=52;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×4/0d|세력 의무:faction:dungeon:beastkin×1/0d|작업 지연:faction-work:beastkin:4:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:beastkin×7/0d|위협도:faction-followup:beastkin:4×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:beastkin:5","faction:dungeon:beastkin","5","4","—","3","support{bom=medicine:standard×8;kg=2.4;market=280;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×10/0d|작업 지연:faction-work:beastkin:5×3/0d} || bargain{bom=medicine:standard×4;kg=1.2;market=140;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×4/0d|세력 의무:faction:dungeon:beastkin×1/0d|작업 지연:faction-work:beastkin:5:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:beastkin×8/0d|위협도:faction-followup:beastkin:5×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:beastkin:6","faction:dungeon:beastkin","6","5","—","3","support{bom=equipment-item:shield:tower×9;kg=90;market=4428;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×11/0d|작업 지연:faction-work:beastkin:6×1/0d} || bargain{bom=equipment-item:shield:tower×5;kg=50;market=2460;facilities=1;effects=세력 신뢰:faction:dungeon:beastkin×5/0d|세력 의무:faction:dungeon:beastkin×1/0d|작업 지연:faction-work:beastkin:6:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:beastkin×9/0d|위협도:faction-followup:beastkin:6×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:demon:1","faction:dungeon:demon","1","0","—","3","support{bom=material:paper×4;kg=3.6;market=36;facilities=1;effects=세력 신뢰:faction:dungeon:demon×6/0d|작업 지연:faction-work:demon:1×2/0d} || bargain{bom=material:paper×2;kg=1.8;market=18;facilities=1;effects=세력 신뢰:faction:dungeon:demon×2/0d|세력 의무:faction:dungeon:demon×1/0d|작업 지연:faction-work:demon:1:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:demon×4/0d|위협도:faction-followup:demon:1×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:demon:2","faction:dungeon:demon","2","1","—","3","support{bom=component:rune-conductor×5;kg=12;market=1725;facilities=1;effects=세력 신뢰:faction:dungeon:demon×7/0d|작업 지연:faction-work:demon:2×3/0d} || bargain{bom=component:rune-conductor×3;kg=7.2;market=1035;facilities=1;effects=세력 신뢰:faction:dungeon:demon×3/0d|세력 의무:faction:dungeon:demon×1/0d|작업 지연:faction-work:demon:2:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:demon×5/0d|위협도:faction-followup:demon:2×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:demon:3","faction:dungeon:demon","3","2","faction:dungeon:golem","3","support{bom=component:rune-conductor×6;kg=14.4;market=2070;facilities=1;effects=세력 신뢰:faction:dungeon:demon×8/0d|작업 지연:faction-work:demon:3×1/0d|세력 원한:faction:dungeon:golem×3/0d} || bargain{bom=component:rune-conductor×3;kg=7.2;market=1035;facilities=1;effects=세력 신뢰:faction:dungeon:demon×3/0d|세력 의무:faction:dungeon:demon×1/0d|작업 지연:faction-work:demon:3:bargain×1/0d|세력 신뢰:faction:dungeon:golem×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:demon×6/0d|위협도:faction-followup:demon:3×1/0d|세력 신뢰:faction:dungeon:golem×2/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:demon:4","faction:dungeon:demon","4","3","—","3","support{bom=material:paper×7;kg=6.3;market=63;facilities=1;effects=세력 신뢰:faction:dungeon:demon×9/0d|작업 지연:faction-work:demon:4×2/0d} || bargain{bom=material:paper×4;kg=3.6;market=36;facilities=1;effects=세력 신뢰:faction:dungeon:demon×4/0d|세력 의무:faction:dungeon:demon×1/0d|작업 지연:faction-work:demon:4:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:demon×7/0d|위협도:faction-followup:demon:4×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:demon:5","faction:dungeon:demon","5","4","—","3","support{bom=component:rune-conductor×8;kg=19.2;market=2760;facilities=1;effects=세력 신뢰:faction:dungeon:demon×10/0d|작업 지연:faction-work:demon:5×3/0d} || bargain{bom=component:rune-conductor×4;kg=9.6;market=1380;facilities=1;effects=세력 신뢰:faction:dungeon:demon×4/0d|세력 의무:faction:dungeon:demon×1/0d|작업 지연:faction-work:demon:5:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:demon×8/0d|위협도:faction-followup:demon:5×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
