group,content_type,record_key,stable_id,display_name,description,mechanics,relations,existence_reason,reason_basis,review_status,review_reason,lifecycle_status,catalog_memberships,runtime_status,runtime_evidence,save_evidence,incoming_reference_count,incoming_source_types,system_role,strategic_niche,costs_and_risks,comparison_group,alternative_candidates,removal_impact,rationale_evidence,source_path,asset_guid,authored__aptitudeModifier,authored__authoringRevision,authored__category,authored__category__enum,authored__category__label,authored__category__origin,authored__compatibleSpeciesTags,authored__compatibleSpeciesTags__count,authored__consequences,authored__consequences__count,authored__description,authored__displayName,authored__incompatibilityGroup,authored__kind,authored__kind__enum,authored__kind__label,authored__kind__origin,authored__m_Name,authored__sourceNote,authored__traitId
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:abundant-seed,heritable:abundant-seed,풍부한 종자,생식 성공률이 높지만 회복 기간의 영양 요구가 늘어난다.,범주 3; 결과 2,,"개체 차이의 내용은 '생식 성공률이 높지만 회복 기간의 영양 요구가 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '생식 성공률이 높지만 회복 기간의 영양 요구가 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:3,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:cross-lineage-tolerance, HeritableTraitDefinitionSO:heritable:slow-fertility, HeritableTraitDefinitionSO:heritable:stable-gestation",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_abundant-seed.asset,976de6c5d94b0c244ad398388270ea28,2,1,3,HeritableTraitCategory,Reproduction,explicit-serialized,[],0,"[{""kind"":4,""multiplierDelta"":0.12,""targetId"":""success-rate""},{""kind"":8,""multiplierDelta"":0.1,""targetId"":""reproduction-hunger""}]",2,생식 성공률이 높지만 회복 기간의 영양 요구가 늘어난다.,풍부한 종자,reproduction:slow-fertility,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_abundant-seed,V20 hand-authored hereditary trait manifest.,heritable:abundant-seed
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:broad-immunity,heritable:broad-immunity,광범위 면역,여러 감염병의 발병 확률을 조금씩 낮춘다.,범주 4; 결과 1,,"개체 차이의 내용은 '여러 감염병의 발병 확률을 조금씩 낮춘다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '여러 감염병의 발병 확률을 조금씩 낮춘다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:4,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:focused-antibodies, HeritableTraitDefinitionSO:heritable:rapid-repair, HeritableTraitDefinitionSO:heritable:slow-aging",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_broad-immunity.asset,6ea775eefb2c93742a1c9074561ec1d8,4,1,4,HeritableTraitCategory,Immunity Longevity,explicit-serialized,[],0,"[{""kind"":3,""multiplierDelta"":0.12,""targetId"":""all""}]",1,여러 감염병의 발병 확률을 조금씩 낮춘다.,광범위 면역,immunity:focused-antibodies,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_broad-immunity,V20 hand-authored hereditary trait manifest.,heritable:broad-immunity
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:cold-blood-adaptation,heritable:cold-blood-adaptation,저온 대사 적응,추운 환경에서 기관 기능 저하가 늦다.,범주 1; 결과 1,,"개체 차이의 내용은 '추운 환경에서 기관 기능 저하가 늦다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '추운 환경에서 기관 기능 저하가 늦다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:1,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:efficient-digestion, HeritableTraitDefinitionSO:heritable:heat-shedding, HeritableTraitDefinitionSO:heritable:rapid-burn, HeritableTraitDefinitionSO:heritable:toxin-filter, HeritableTraitDefinitionSO:heritable:water-retention",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_cold-blood-adaptation.asset,cd693faec9f5ae647bff7ebe731b793f,3,1,1,HeritableTraitCategory,Metabolism,explicit-serialized,[],0,"[{""kind"":2,""multiplierDelta"":0.15,""targetId"":""cold""}]",1,추운 환경에서 기관 기능 저하가 늦다.,저온 대사 적응,metabolism:heat-shedding,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_cold-blood-adaptation,V20 hand-authored hereditary trait manifest.,heritable:cold-blood-adaptation
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:cross-lineage-tolerance,heritable:cross-lineage-tolerance,교차계통 내성,다른 계통과의 배양에서 거부 반응이 줄어든다.,범주 3; 결과 1,,"개체 차이의 내용은 '다른 계통과의 배양에서 거부 반응이 줄어든다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '다른 계통과의 배양에서 거부 반응이 줄어든다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:3,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:abundant-seed, HeritableTraitDefinitionSO:heritable:slow-fertility, HeritableTraitDefinitionSO:heritable:stable-gestation",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_cross-lineage-tolerance.asset,980ecabc0ac60304dad22bf32d0867ce,4,1,3,HeritableTraitCategory,Reproduction,explicit-serialized,[],0,"[{""kind"":4,""multiplierDelta"":0.15,""targetId"":""cross-lineage""}]",1,다른 계통과의 배양에서 거부 반응이 줄어든다.,교차계통 내성,,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_cross-lineage-tolerance,V20 hand-authored hereditary trait manifest.,heritable:cross-lineage-tolerance
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:dense-bone,heritable:dense-bone,고밀도 골격,골절에 강하지만 이동과 수영에 더 많은 에너지가 든다.,범주 0; 결과 2,,"개체 차이의 내용은 '골절에 강하지만 이동과 수영에 더 많은 에너지가 든다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '골절에 강하지만 이동과 수영에 더 많은 에너지가 든다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:0,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:expanded-lung, HeritableTraitDefinitionSO:heritable:flexible-joints, HeritableTraitDefinitionSO:heritable:hollow-bone, HeritableTraitDefinitionSO:heritable:regrowing-tissue, HeritableTraitDefinitionSO:heritable:reinforced-joints",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_dense-bone.asset,e7701dfe3e066334a93f6459f8fd7377,3,1,0,HeritableTraitCategory,Anatomy,explicit-serialized,[],0,"[{""kind"":6,""multiplierDelta"":0.15,""targetId"":""bone-density""},{""kind"":9,""multiplierDelta"":-0.06,""targetId"":""move-speed""}]",2,골절에 강하지만 이동과 수영에 더 많은 에너지가 든다.,고밀도 골격,anatomy:hollow-bone,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_dense-bone,V20 hand-authored hereditary trait manifest.,heritable:dense-bone
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:dream-reception,heritable:dream-reception,꿈 수신,비전 꿈과 기억에 민감해 예지 단서를 얻지만 수면 장애 위험이 있다.,범주 2; 결과 2,,"개체 차이의 내용은 '비전 꿈과 기억에 민감해 예지 단서를 얻지만 수면 장애 위험이 있다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '비전 꿈과 기억에 민감해 예지 단서를 얻지만 수면 장애 위험이 있다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:2,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:mana-grounding, HeritableTraitDefinitionSO:heritable:mana-reservoir, HeritableTraitDefinitionSO:heritable:rune-sight",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_dream-reception.asset,32527ef0dc6a42442ac7304c9097af2a,5,1,2,HeritableTraitCategory,Arcane,explicit-serialized,[],0,"[{""kind"":7,""multiplierDelta"":0.1,""targetId"":""dream""},{""kind"":8,""multiplierDelta"":0.1,""targetId"":""sleep""}]",2,비전 꿈과 기억에 민감해 예지 단서를 얻지만 수면 장애 위험이 있다.,꿈 수신,,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_dream-reception,V20 hand-authored hereditary trait manifest.,heritable:dream-reception
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:efficient-digestion,heritable:efficient-digestion,고효율 소화,같은 식사에서 더 많은 영양을 얻는다.,범주 1; 결과 1,,"개체 차이의 내용은 '같은 식사에서 더 많은 영양을 얻는다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '같은 식사에서 더 많은 영양을 얻는다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:1,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:cold-blood-adaptation, HeritableTraitDefinitionSO:heritable:heat-shedding, HeritableTraitDefinitionSO:heritable:rapid-burn, HeritableTraitDefinitionSO:heritable:toxin-filter, HeritableTraitDefinitionSO:heritable:water-retention",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_efficient-digestion.asset,d15b7899b993aa341ba5d843deb55ab2,4,1,1,HeritableTraitCategory,Metabolism,explicit-serialized,[],0,"[{""kind"":2,""multiplierDelta"":0.12,""targetId"":""nutrition""}]",1,같은 식사에서 더 많은 영양을 얻는다.,고효율 소화,metabolism:rapid-burn,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_efficient-digestion,V20 hand-authored hereditary trait manifest.,heritable:efficient-digestion
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:expanded-lung,heritable:expanded-lung,확장 폐낭,저산소 환경에서 더 오래 활동한다.,범주 0; 결과 1,,"개체 차이의 내용은 '저산소 환경에서 더 오래 활동한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '저산소 환경에서 더 오래 활동한다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:0,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dense-bone, HeritableTraitDefinitionSO:heritable:flexible-joints, HeritableTraitDefinitionSO:heritable:hollow-bone, HeritableTraitDefinitionSO:heritable:regrowing-tissue, HeritableTraitDefinitionSO:heritable:reinforced-joints",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_expanded-lung.asset,d20321277d0750d42a5fc91a2d6a589a,4,1,0,HeritableTraitCategory,Anatomy,explicit-serialized,[],0,"[{""kind"":2,""multiplierDelta"":0.15,""targetId"":""low-oxygen""}]",1,저산소 환경에서 더 오래 활동한다.,확장 폐낭,,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_expanded-lung,V20 hand-authored hereditary trait manifest.,heritable:expanded-lung
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:flexible-joints,heritable:flexible-joints,유연 관절,좁은 공간과 정밀 동작에 유리하지만 무거운 충격에는 약하다.,범주 0; 결과 1,,"개체 차이의 내용은 '좁은 공간과 정밀 동작에 유리하지만 무거운 충격에는 약하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '좁은 공간과 정밀 동작에 유리하지만 무거운 충격에는 약하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:0,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dense-bone, HeritableTraitDefinitionSO:heritable:expanded-lung, HeritableTraitDefinitionSO:heritable:hollow-bone, HeritableTraitDefinitionSO:heritable:regrowing-tissue, HeritableTraitDefinitionSO:heritable:reinforced-joints",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_flexible-joints.asset,706d47d3db29853459cefab6767b904c,5,1,0,HeritableTraitCategory,Anatomy,explicit-serialized,[],0,"[{""kind"":6,""multiplierDelta"":0.12,""targetId"":""dexterity""}]",1,좁은 공간과 정밀 동작에 유리하지만 무거운 충격에는 약하다.,유연 관절,anatomy:reinforced-joints,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_flexible-joints,V20 hand-authored hereditary trait manifest.,heritable:flexible-joints
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:focused-antibodies,heritable:focused-antibodies,집중 항체,한 번 겪은 질병의 면역 유지가 길어진다.,범주 4; 결과 1,,"개체 차이의 내용은 '한 번 겪은 질병의 면역 유지가 길어진다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '한 번 겪은 질병의 면역 유지가 길어진다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:4,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:broad-immunity, HeritableTraitDefinitionSO:heritable:rapid-repair, HeritableTraitDefinitionSO:heritable:slow-aging",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_focused-antibodies.asset,6164cd35484d4cd4f982f31a430f87e8,4,1,4,HeritableTraitCategory,Immunity Longevity,explicit-serialized,[],0,"[{""kind"":3,""multiplierDelta"":0.16,""targetId"":""memory""}]",1,한 번 겪은 질병의 면역 유지가 길어진다.,집중 항체,immunity:broad,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_focused-antibodies,V20 hand-authored hereditary trait manifest.,heritable:focused-antibodies
