source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-chapter:beastkin:1,,,chapterIds,chapter Ids,content-reference,resolved-content,FactionChapterDefinitionSO|faction-chapter:beastkin:1,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-chapter:beastkin:2,,,chapterIds,chapter Ids,content-reference,resolved-content,FactionChapterDefinitionSO|faction-chapter:beastkin:2,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-chapter:beastkin:3,,,chapterIds,chapter Ids,content-reference,resolved-content,FactionChapterDefinitionSO|faction-chapter:beastkin:3,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-chapter:beastkin:4,,,chapterIds,chapter Ids,content-reference,resolved-content,FactionChapterDefinitionSO|faction-chapter:beastkin:4,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-chapter:beastkin:5,,,chapterIds,chapter Ids,content-reference,resolved-content,FactionChapterDefinitionSO|faction-chapter:beastkin:5,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-chapter:beastkin:6,,,chapterIds,chapter Ids,content-reference,resolved-content,FactionChapterDefinitionSO|faction-chapter:beastkin:6,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-contract:beastkin:crisis,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:beastkin:crisis,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-contract:beastkin:strategic,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:beastkin:strategic,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-contract:beastkin:supply,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:beastkin:supply,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction:dungeon:beastkin,,,factionId,faction Id,faction-content,resolved-content,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,relic:faction:beastkin:1,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:beastkin:1,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,relic:faction:beastkin:2,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:beastkin:2,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
