source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
GuestRequestDefinitionSO,guest-request:allergen-banquet,GuestRequestDefinitionSO|guest-request:allergen-banquet,changes-faction-grievance,requesting-faction,5,0,failureEffects.0.targetId,FactionGrievance (세력 원한),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_allergen-banquet.asset
GuestRequestDefinitionSO,guest-request:allergen-banquet,GuestRequestDefinitionSO|guest-request:allergen-banquet,changes-faction-rapport,requesting-faction,4,0,successEffects.1.targetId,FactionRapport (세력 우호도),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_allergen-banquet.asset
GuestRequestDefinitionSO,guest-request:allergen-banquet,GuestRequestDefinitionSO|guest-request:allergen-banquet,changes-money,guest-service,267,0,successEffects.0.targetId,Money (자금),effect-channel,non-content-protocol,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_allergen-banquet.asset
GuestRequestDefinitionSO,guest-request:allergen-banquet,GuestRequestDefinitionSO|guest-request:allergen-banquet,requires,building:festival-common-hall,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_allergen-banquet.asset
GuestRequestDefinitionSO,guest-request:allergen-banquet,GuestRequestDefinitionSO|guest-request:allergen-banquet,requires,food:lavish-vegan,8,,serviceRequirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,ResourceItemDefinitionSO|food:lavish-vegan,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_allergen-banquet.asset
GuestRequestDefinitionSO,guest-request:bodyguard-kit,GuestRequestDefinitionSO|guest-request:bodyguard-kit,changes-faction-grievance,requesting-faction,5,0,failureEffects.0.targetId,FactionGrievance (세력 원한),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_bodyguard-kit.asset
GuestRequestDefinitionSO,guest-request:bodyguard-kit,GuestRequestDefinitionSO|guest-request:bodyguard-kit,changes-faction-rapport,requesting-faction,4,0,successEffects.1.targetId,FactionRapport (세력 우호도),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_bodyguard-kit.asset
GuestRequestDefinitionSO,guest-request:bodyguard-kit,GuestRequestDefinitionSO|guest-request:bodyguard-kit,changes-money,guest-service,1248,0,successEffects.0.targetId,Money (자금),effect-channel,non-content-protocol,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_bodyguard-kit.asset
GuestRequestDefinitionSO,guest-request:bodyguard-kit,GuestRequestDefinitionSO|guest-request:bodyguard-kit,requires,building:smith-workshop,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_bodyguard-kit.asset
GuestRequestDefinitionSO,guest-request:bodyguard-kit,GuestRequestDefinitionSO|guest-request:bodyguard-kit,requires,tool:field-repair-kit,6,,serviceRequirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,ResourceItemDefinitionSO|tool:field-repair-kit,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_bodyguard-kit.asset
GuestRequestDefinitionSO,guest-request:coronation-feast,GuestRequestDefinitionSO|guest-request:coronation-feast,changes-faction-grievance,requesting-faction,5,0,failureEffects.0.targetId,FactionGrievance (세력 원한),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_coronation-feast.asset
GuestRequestDefinitionSO,guest-request:coronation-feast,GuestRequestDefinitionSO|guest-request:coronation-feast,changes-faction-rapport,requesting-faction,4,0,successEffects.1.targetId,FactionRapport (세력 우호도),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_coronation-feast.asset
GuestRequestDefinitionSO,guest-request:coronation-feast,GuestRequestDefinitionSO|guest-request:coronation-feast,changes-money,guest-service,144,0,successEffects.0.targetId,Money (자금),effect-channel,non-content-protocol,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_coronation-feast.asset
GuestRequestDefinitionSO,guest-request:coronation-feast,GuestRequestDefinitionSO|guest-request:coronation-feast,requires,building:luxury-dining-room,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_coronation-feast.asset
GuestRequestDefinitionSO,guest-request:coronation-feast,GuestRequestDefinitionSO|guest-request:coronation-feast,requires,food:lavish-meat,4,,serviceRequirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,ResourceItemDefinitionSO|food:lavish-meat,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_coronation-feast.asset
GuestRequestDefinitionSO,guest-request:disease-sample,GuestRequestDefinitionSO|guest-request:disease-sample,changes-faction-grievance,requesting-faction,5,0,failureEffects.0.targetId,FactionGrievance (세력 원한),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_disease-sample.asset
GuestRequestDefinitionSO,guest-request:disease-sample,GuestRequestDefinitionSO|guest-request:disease-sample,changes-faction-rapport,requesting-faction,4,0,successEffects.1.targetId,FactionRapport (세력 우호도),faction-content,unresolved-runtime-domain-id,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_disease-sample.asset
GuestRequestDefinitionSO,guest-request:disease-sample,GuestRequestDefinitionSO|guest-request:disease-sample,changes-money,guest-service,80,0,successEffects.0.targetId,Money (자금),effect-channel,non-content-protocol,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_disease-sample.asset
GuestRequestDefinitionSO,guest-request:disease-sample,GuestRequestDefinitionSO|guest-request:disease-sample,requires,building:vaccine-laboratory,1,,serviceRequirements.facilities.0.buildingDefinitionId,building Definition Id,content-reference,unresolved-content-reference,,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_disease-sample.asset
GuestRequestDefinitionSO,guest-request:disease-sample,GuestRequestDefinitionSO|guest-request:disease-sample,requires,sample:antigen:cave-flu,3,,serviceRequirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,ResourceItemDefinitionSO|sample:antigen:cave-flu,Assets/Resources/SO/V20/Society/Services/GuestRequests/guest-request_disease-sample.asset
