source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,faction-economy:alliance-benefit,,,supplyEconomicPolicy.capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,faction-economy:paid-market-purchase,,,tradeEconomicPolicy.capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,feed:dog-food,6,,tradeCargo.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|feed:dog-food,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,feed:hay,10,,supplyCargo.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|feed:hay,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,food:preserved-ration,12,,supplyCargo.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|food:preserved-ration,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,material:leather,8,,supplyCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:leather; ResourceItemDefinitionSO|material:leather,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,resource:hide,5,,tradeCargo.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:hide,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,resource:meat,8,,tradeCargo.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:meat,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,references,food:preserved-ration,14,,supplyCargo.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|food:preserved-ration,Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset
DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,references,food:preserved-ration,8,,tradeCargo.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|food:preserved-ration,Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset
