source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,adds-work-delay,faction-work:beastkin:1,2,0,choices.0.effects.1.targetId,WorkDelayDays (작업 지연),effect-channel,non-content-protocol,,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,adds-work-delay,faction-work:beastkin:1:bargain,1,0,choices.1.effects.2.targetId,WorkDelayDays (작업 지연),effect-channel,non-content-protocol,,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,changes-faction-grievance,faction:dungeon:beastkin,4,0,choices.2.effects.0.targetId,FactionGrievance (세력 원한),faction-content,resolved-content,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,changes-faction-obligation,faction:dungeon:beastkin,1,0,choices.1.effects.1.targetId,FactionObligation (세력 의무),faction-content,resolved-content,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,changes-faction-rapport,faction:dungeon:beastkin,6,0,choices.0.effects.0.targetId,FactionRapport (세력 우호도),faction-content,resolved-content,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,changes-faction-rapport,faction:dungeon:beastkin,2,0,choices.1.effects.0.targetId,FactionRapport (세력 우호도),faction-content,resolved-content,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,changes-threat,faction-followup:beastkin:1,1,0,choices.2.effects.1.targetId,Threat (위협),effect-channel,non-content-protocol,,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,references,faction:dungeon:beastkin,,,factionId,faction Id,faction-content,resolved-content,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,requires,Administration,1,,choices.0.requirements.facilities.0.capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,requires,Administration,1,,choices.1.requirements.facilities.0.capabilityId,capability Id,protocol-id,non-content-protocol,,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,requires,faction:dungeon:beastkin,,,triggerRequirements.factions.0.factionId,faction Id,faction-content,resolved-content,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
FactionChapterDefinitionSO,faction-chapter:beastkin:1,FactionChapterDefinitionSO|faction-chapter:beastkin:1,requires,food:salted-meat-stew,4,,choices.0.requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,ResourceItemDefinitionSO|food:salted-meat-stew,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_1.asset
