group,content_type,record_key,stable_id,display_name,description,mechanics,relations,existence_reason,reason_basis,review_status,review_reason,lifecycle_status,catalog_memberships,runtime_status,runtime_evidence,save_evidence,incoming_reference_count,incoming_source_types,system_role,strategic_niche,costs_and_risks,comparison_group,alternative_candidates,removal_impact,rationale_evidence,source_path,asset_guid,authored__capacityId,authored__capacityId__enum,authored__capacityId__label,authored__capacityId__origin,authored__description,authored__displayName,authored__m_Name,authored__stableId
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:arcane-conduction,capacity:arcane-conduction,마력 전도,주문·마나 회복·과충전 안정성,작성 자산 정의,,작성 목적은 '주문·마나 회복·과충전 안정성'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '주문·마나 회복·과충전 안정성'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_arcane-conduction.asset,3cf2c3c418d617a4ba6196f654c1054a,12,CharacterFunctionalCapacityId,Arcane Conduction,explicit-serialized,주문·마나 회복·과충전 안정성,마력 전도,capacity_arcane-conduction,capacity:arcane-conduction
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:auditory-sensing,capacity:auditory-sensing,음향 감지,경보·은폐·대화 수신,작성 자산 정의,,작성 목적은 '경보·은폐·대화 수신'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '경보·은폐·대화 수신'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_auditory-sensing.asset,33d948ee6b65c1145bce866c71bfa4aa,2,CharacterFunctionalCapacityId,Auditory Sensing,explicit-serialized,경보·은폐·대화 수신,음향 감지,capacity_auditory-sensing,capacity:auditory-sensing
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:communication,capacity:communication,의사 전달,발성·몸짓·정신 교신,작성 자산 정의,,작성 목적은 '발성·몸짓·정신 교신'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '발성·몸짓·정신 교신'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_communication.asset,4ca825750f9329d4cb4eebd2610d7bfe,11,CharacterFunctionalCapacityId,Communication,explicit-serialized,발성·몸짓·정신 교신,의사 전달,capacity_communication,capacity:communication
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:immune-defense,capacity:immune-defense,면역 방어,감염·병원체·부식성 오염에 대한 방어 반응,작성 자산 정의,,작성 목적은 '감염·병원체·부식성 오염에 대한 방어 반응'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '감염·병원체·부식성 오염에 대한 방어 반응'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_immune-defense.asset,b2a85b12b7343764a9fc2ac9f1272126,13,CharacterFunctionalCapacityId,Immune Defense,explicit-serialized,감염·병원체·부식성 오염에 대한 방어 반응,면역 방어,capacity_immune-defense,capacity:immune-defense
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:intake-processing,capacity:intake-processing,섭취 처리,음식·약물 흡수,작성 자산 정의,,작성 목적은 '음식·약물 흡수'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '음식·약물 흡수'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_intake-processing.asset,5fa1a467fee511b4fb6ab8224303d835,5,CharacterFunctionalCapacityId,Intake Processing,explicit-serialized,음식·약물 흡수,섭취 처리,capacity_intake-processing,capacity:intake-processing
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:mental-maintenance,capacity:mental-maintenance,정신 유지,각성·집중·행동 지속,작성 자산 정의,,작성 목적은 '각성·집중·행동 지속'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '각성·집중·행동 지속'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_mental-maintenance.asset,eb165576306fc92438fd68827e6e33fa,0,CharacterFunctionalCapacityId,Mental Maintenance,explicit-serialized,각성·집중·행동 지속,정신 유지,capacity_mental-maintenance,capacity:mental-maintenance
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:physical-mobility,capacity:physical-mobility,신체 기동,보행·비행·점액 이동,작성 자산 정의,,작성 목적은 '보행·비행·점액 이동'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '보행·비행·점액 이동'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_physical-mobility.asset,3765c6c685e45fd4c97943f4ad7e2c08,10,CharacterFunctionalCapacityId,Physical Mobility,explicit-serialized,보행·비행·점액 이동,신체 기동,capacity_physical-mobility,capacity:physical-mobility
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:physical-power,capacity:physical-power,근력 출력,근육·구조체·점액질의 물리적 힘 출력,작성 자산 정의,,작성 목적은 '근육·구조체·점액질의 물리적 힘 출력'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '근육·구조체·점액질의 물리적 힘 출력'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_physical-power.asset,36045f3e81c881445bb3584f362f083f,8,CharacterFunctionalCapacityId,Physical Power,explicit-serialized,근육·구조체·점액질의 물리적 힘 출력,근력 출력,capacity_physical-power,capacity:physical-power
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:power-circulation,capacity:power-circulation,동력 순환,혈류·골렘 회로·슬라임 핵 순환,작성 자산 정의,,작성 목적은 '혈류·골렘 회로·슬라임 핵 순환'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '혈류·골렘 회로·슬라임 핵 순환'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_power-circulation.asset,0e692f895d68ec9449c6857a3dbdc48a,4,CharacterFunctionalCapacityId,Power Circulation,explicit-serialized,혈류·골렘 회로·슬라임 핵 순환,동력 순환,capacity_power-circulation,capacity:power-circulation
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:precision-manipulation,capacity:precision-manipulation,정밀 조작,손·촉수·도구 조작,작성 자산 정의,,작성 목적은 '손·촉수·도구 조작'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '손·촉수·도구 조작'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_precision-manipulation.asset,52a4287feaa28474db1e306a57195872,9,CharacterFunctionalCapacityId,Precision Manipulation,explicit-serialized,손·촉수·도구 조작,정밀 조작,capacity_precision-manipulation,capacity:precision-manipulation
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:purification-processing,capacity:purification-processing,정화 처리,독소·질병 부산물·약물 배출,작성 자산 정의,,작성 목적은 '독소·질병 부산물·약물 배출'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '독소·질병 부산물·약물 배출'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:respiratory-exchange, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_purification-processing.asset,b7648769601a98c4c95aaee6191285c6,6,CharacterFunctionalCapacityId,Purification Processing,explicit-serialized,독소·질병 부산물·약물 배출,정화 처리,capacity_purification-processing,capacity:purification-processing
research-effects,CharacterFunctionalCapacityDefinitionSO,CharacterFunctionalCapacityDefinitionSO|capacity:respiratory-exchange,capacity:respiratory-exchange,호흡 교환,가스 교환·연기 대응,작성 자산 정의,,작성 목적은 '가스 교환·연기 대응'이다.,description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,stable-id-literal-consumer,Assets/Scripts/Services/Foundation/CharacterPerformanceContracts.cs,정적 저장 근거 없음,0,,작성 목적은 '가스 교환·연기 대응'이다.,연구·효과 영역의 CharacterFunctionalCapacityDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,CharacterFunctionalCapacityDefinitionSO,"비교 후보(대체 가능성 미검증): CharacterFunctionalCapacityDefinitionSO:capacity:arcane-conduction, CharacterFunctionalCapacityDefinitionSO:capacity:auditory-sensing, CharacterFunctionalCapacityDefinitionSO:capacity:communication, CharacterFunctionalCapacityDefinitionSO:capacity:immune-defense, CharacterFunctionalCapacityDefinitionSO:capacity:intake-processing, CharacterFunctionalCapacityDefinitionSO:capacity:mental-maintenance, CharacterFunctionalCapacityDefinitionSO:capacity:physical-mobility, CharacterFunctionalCapacityDefinitionSO:capacity:physical-power, CharacterFunctionalCapacityDefinitionSO:capacity:power-circulation, CharacterFunctionalCapacityDefinitionSO:capacity:precision-manipulation, CharacterFunctionalCapacityDefinitionSO:capacity:purification-processing, CharacterFunctionalCapacityDefinitionSO:capacity:visual-discernment 외 1개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,description-and-relations; niche=type-contract; cost=type-contract,Assets/Resources/SO/V27/CharacterPerformance/Capacities/capacity_respiratory-exchange.asset,28dd10f2dd6e2da40996d3342f9755e6,3,CharacterFunctionalCapacityId,Respiratory Exchange,explicit-serialized,가스 교환·연기 대응,호흡 교환,capacity_respiratory-exchange,capacity:respiratory-exchange
