"portfolio_id","horizon_day","building_id","quantity","unlocking_research_id","facility_role","cells_per_unit","total_cells","construction_wu_per_unit","total_construction_wu","construction_bom_per_unit","total_bom_kg","total_bom_market_value","maintenance_per_unit","total_maintenance","source_path","static_status"
"expeditionary","960","building:1045","1","research:defense:watch","early-warning","1x1","1","424","424","material:iron-ingot×8|material:lumber×1","8.4","325","3","3","Assets/Resources/SO/Building/Modular/G02_경보종.asset","bom-resolved"
"expeditionary","960","building:1055","1","research:defense:fortification","armament-storage","1x1","1","144","144","material:treated-lumber×4|material:iron-ingot×2","6.4","136","2","2","Assets/Resources/SO/Building/Modular/L06_무기로커.asset","bom-resolved"
"expeditionary","960","building:8834","1","research:equipment:weapon-patterns","weapon-patterns","1x1","1","558","558","material:lumber×9|material:treated-lumber×3|material:iron-ingot×3|material:paper×6","22.35","261","1","1","Assets/Resources/SO/Building/ResearchOverhaul/RF34_무기_도면걸이.asset","bom-resolved"
"expeditionary","960","building:1041","1","research:defense:ranged-positions","ranged-training","1x1","1","316","316","material:lumber×8|material:cloth×2|material:iron-ingot×2","11.8","132","3","3","Assets/Resources/SO/Building/Modular/T02_사격과녁.asset","bom-resolved"
"expeditionary","960","building:1047","1","research:defense:tactical-command","tactical-command","2x1","2","594","594","material:treated-lumber×8|component:engineering-drawing×2|material:iron-ingot×1","11.9","196","4","4","Assets/Resources/SO/Building/Modular/G04_전술지도탁자.asset","bom-resolved"
"expeditionary","960","building:8836","1","research:equipment:bowyery","bow-production","1x1","1","360","360","material:stone-block×8|material:treated-lumber×6|material:iron-ingot×4|component:machine-parts×2|component:engineering-drawing×1","26","496","2","2","Assets/Resources/SO/Building/ResearchOverhaul/RF36_궁시_지그.asset","bom-resolved"
"expeditionary","960","building:9308","1","research:equipment:field-maintenance","field-repair","1x1","1","609","609","material:lumber×6|material:iron-ingot×3","9.9","150","—","—","Assets/Resources/SO/Building/V22Apparel/V22_9308_수선_접수대.asset","bom-resolved"
"expeditionary","960","building:1805","1","research:defense:siege-fortification","siege-defense","1x1","1","558","558","material:stone-block×5|material:steel-ingot×5|component:machine-parts×1|component:siege-reinforcement-kit×1","15.2","1050","5","5","Assets/Resources/SO/Building/P1/DefenseWallLauncher.asset","bom-resolved"
"expeditionary","960","building:8837","1","research:equipment:mechanical-projectiles","mechanical-projectiles","1x1","1","369","369","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","29.55","1426","4","4","Assets/Resources/SO/Building/ResearchOverhaul/RF37_권양_작업대.asset","bom-resolved"
"expeditionary","960","building:8840","1","research:equipment:black-powder","powder-processing","1x1","1","360","360","material:stone-block×10|material:iron-ingot×4|material:treated-lumber×2|component:machine-parts×2|resource:clean-water×2","24.1","432","3","3","Assets/Resources/SO/Building/ResearchOverhaul/RF40_화약_분쇄소.asset","bom-resolved"
"expeditionary","960","building:8841","1","research:equipment:standard-ammunition","ammunition-processing","1x1","1","369","369","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","29.55","1426","4","4","Assets/Resources/SO/Building/ResearchOverhaul/RF41_탄약_압착기.asset","bom-resolved"
"expeditionary","960","building:8900","1","research:equipment:ballistics","ballistic-range","1x1","1","369","369","material:stone-block×12|material:steel-ingot×8|component:machine-parts×4|component:precision-parts×4|component:engineering-drawing×2","41.2","2560","4","4","Assets/Resources/SO/Building/ResearchOverhaul/RF100_탄도_시험장.asset","bom-resolved"
