"portfolio_id","horizon_day","research_id","closure_role","required_wu","maximum_researchers","target_chain","source_path","numeric_authority","static_status"
"expeditionary","960","research:arcane:advanced","prerequisite-closure","42","1","research:defense:siege-fortification","Assets/Resources/SO/Research/Projects/arcane_advanced.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:arcane:alchemy","prerequisite-closure","28","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:black-powder|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/arcane_alchemy.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:arcane:records","prerequisite-closure","17","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:black-powder|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/arcane_records.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:commerce:logistics","prerequisite-closure","17","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:field-maintenance|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/commerce_logistics.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:corridor-mechanisms","prerequisite-closure","60","1","research:defense:siege-fortification","Assets/Resources/SO/Research/Projects/defense_corridor_mechanisms.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:fortification","explicit-target","28","1","research:defense:fortification|research:defense:ranged-positions|research:defense:siege-fortification|research:defense:tactical-command|research:equipment:ballistics|research:equipment:field-maintenance|research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/defense_fortification.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:ranged-positions","explicit-target","42","1","research:defense:ranged-positions|research:defense:siege-fortification|research:defense:tactical-command|research:equipment:ballistics|research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/defense_ranged_positions.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:remote-control","prerequisite-closure","84","1","research:defense:siege-fortification","Assets/Resources/SO/Research/Projects/defense_remote_control.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:rune-identification","prerequisite-closure","84","1","research:defense:siege-fortification","Assets/Resources/SO/Research/Projects/defense_rune_identification.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:siege-fortification","explicit-target","115","1","research:defense:siege-fortification","Assets/Resources/SO/Research/Projects/defense_siege_fortification.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:supply","prerequisite-closure","42","1","research:defense:siege-fortification|research:equipment:field-maintenance","Assets/Resources/SO/Research/Projects/defense_supply.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:tactical-command","explicit-target","60","1","research:defense:tactical-command","Assets/Resources/SO/Research/Projects/defense_tactical_command.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:defense:watch","explicit-target","17","1","research:defense:fortification|research:defense:ranged-positions|research:defense:siege-fortification|research:defense:tactical-command|research:defense:watch|research:equipment:ballistics|research:equipment:field-maintenance|research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/defense_watch.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:environment:cold-work","prerequisite-closure","42","1","research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/environment_cold_work.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:ballistics","explicit-target","255","1","research:equipment:ballistics|research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/equipment_ballistics.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:black-powder","explicit-target","191","1","research:equipment:ballistics|research:equipment:black-powder|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/equipment_black_powder.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:bowyery","explicit-target","60","1","research:equipment:bowyery|research:equipment:mechanical-projectiles","Assets/Resources/SO/Research/Projects/equipment_bowyery.asset","research-numeric-ledger.csv","closure-resolved"
