record_key,stable_id,field_path,raw_value,enum_type,enum_label,value_origin
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,m_Name,Faction_Beastkin_RedPawPost,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,factionId,faction:dungeon:beastkin,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,displayName,붉은발 역참,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,speciesTag,Beastkin,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,description,"빠른 교역, 정찰과 긴급 운반을 맡는 수인 역참 연합.",,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,relationTags.0,야외,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,relationTags.1,무리,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,relationTags.2,소음,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeTags.0,고기,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeTags.1,가죽,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeTags.2,사료,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeTags.3,동물,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,reinforcementRole,정찰병과 긴급 운반대,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,crest.fileID,6718755981451334900,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeCargo.0.itemId,resource:meat,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeCargo.0.amount,8,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeCargo.1.itemId,resource:hide,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeCargo.1.amount,5,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeCargo.2.itemId,feed:dog-food,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeCargo.2.amount,6,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyCargo.0.itemId,food:preserved-ration,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyCargo.0.amount,12,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyCargo.1.itemId,material:leather,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyCargo.1.amount,8,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyCargo.2.itemId,feed:hay,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyCargo.2.amount,10,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeEconomicPolicy.capabilityId,faction-economy:paid-market-purchase,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,tradeEconomicPolicy.capabilityVersion,1,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyEconomicPolicy.capabilityId,faction-economy:alliance-benefit,,,explicit-serialized
DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,faction:dungeon:beastkin,supplyEconomicPolicy.capabilityVersion,1,,,explicit-serialized
