source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:armor-piercing-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:armor-piercing-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:paper-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:paper-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:rune-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:rune-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:scatter-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:scatter-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:signal-flare,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:signal-flare,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:smoke-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:smoke-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,requires,component:engineering-drawing,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:engineering-drawing,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,requires,component:machine-parts,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:machine-parts,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,requires,component:precision-parts,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:precision-parts,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,requires,research:equipment:ballistics,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:equipment:ballistics; ResearchUnlockBundleDefinitionSO|research:equipment:ballistics,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
CombatWeaponSO,equipment-item:weapon:blacksteel-poleaxe,CombatWeaponSO|equipment-item:weapon:blacksteel-poleaxe,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/W28_BlacksteelPoleaxe.asset
