record_key,stable_id,field_path,raw_value,enum_type,enum_label,value_origin
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,m_Name,recipe_advanced_medicine,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,id,9091,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,recipeId,recipe:advanced-medicine,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,displayName,고급 약품,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,description,고급 약품 생산 주문,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,facilityTag,alchemy,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,workstationTag,workstation:alchemy,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,requiredSupportTags,[],,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,batchSupportTag,,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,processKind,0,ProductionProcessKind,Work Only,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,flowRole,0,ProductionFlowRole,Transform,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,processClass,5,ProductionProcessClass,Chemical,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,processClassAuthored,1,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,workTypeId,work:craft,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,proficiency.primaryProficiencyId,proficiency:crafting,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,proficiency.secondaryProficiencyId,,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,proficiency.primaryWeight,1,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,proficiency.combinationMode,0,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,proficiency.recommendedRank,1,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,proficiency.minimumRiskRank,2,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,requiredResearchId,research:pharmacology:advanced,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,requiredWork,30,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,preparationWork,0,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,finishingWork,0,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,processingGameHours,0,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,optimalTemperatureC.x,12,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,optimalTemperatureC.y,24,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,warningTemperatureC.x,4,,,explicit-serialized
ProductionRecipeSO|recipe:advanced-medicine,recipe:advanced-medicine,warningTemperatureC.y,32,,,explicit-serialized
