source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,building:5,,,favoriteStore.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:5,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,characterspecies:2,,,species,Unity asset reference,content-reference,resolved-content,CharacterSpeciesSO|characterspecies:2,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,trait:106,,,traits.0,Unity asset reference,content-reference,resolved-content,CharacterTraitSO|trait:106,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,work:clean,,,defaultWorkPriorities.priorities.3.workTypeId,work Type Id,protocol-id,non-content-protocol,,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,work:guard,,,defaultWorkPriorities.priorities.5.workTypeId,work Type Id,protocol-id,non-content-protocol,,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,work:operate,,,defaultWorkPriorities.priorities.0.workTypeId,work Type Id,protocol-id,non-content-protocol,,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,work:repair,,,defaultWorkPriorities.priorities.2.workTypeId,work Type Id,protocol-id,non-content-protocol,,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,work:rescue,,,defaultWorkPriorities.priorities.6.workTypeId,work Type Id,protocol-id,non-content-protocol,,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,work:research,,,defaultWorkPriorities.priorities.4.workTypeId,work Type Id,protocol-id,non-content-protocol,,Assets/Scripts/Services/Character/SO/TestCharacter.asset
CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,work:rest,,,defaultWorkPriorities.priorities.7.workTypeId,work Type Id,protocol-id,non-content-protocol,,Assets/Scripts/Services/Character/SO/TestCharacter.asset
