target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:bloodleaf:base,CropDefinitionSO,crop:bloodleaf,CropDefinitionSO|crop:bloodleaf,references,genome:bloodleaf:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:bloodleaf:base,Assets/Resources/SO/Economy/Crops/crop_bloodleaf.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:cave-mushroom:base,CropDefinitionSO,crop:cave-mushroom,CropDefinitionSO|crop:cave-mushroom,references,genome:cave-mushroom:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:cave-mushroom:base,Assets/Resources/SO/Economy/Crops/crop_cave_mushroom.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:dreamleaf:base,CropDefinitionSO,crop:dreamleaf,CropDefinitionSO|crop:dreamleaf,references,genome:dreamleaf:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:dreamleaf:base,Assets/Resources/SO/Economy/Crops/crop_dreamleaf.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:ember-cotton:base,CropDefinitionSO,crop:ember-cotton,CropDefinitionSO|crop:ember-cotton,references,genome:ember-cotton:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:ember-cotton:base,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_ember-cotton.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:ember-root:base,CropDefinitionSO,crop:ember-root,CropDefinitionSO|crop:ember-root,references,genome:ember-root:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:ember-root:base,Assets/Resources/SO/Economy/Crops/crop_ember_root.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:frost-flax:base,CropDefinitionSO,crop:frost-flax,CropDefinitionSO|crop:frost-flax,references,genome:frost-flax:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:frost-flax:base,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_frost-flax.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:mire-reed:base,CropDefinitionSO,crop:mire-reed,CropDefinitionSO|crop:mire-reed,references,genome:mire-reed:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:mire-reed:base,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_mire-reed.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:moonflower:base,CropDefinitionSO,crop:moonflower,CropDefinitionSO|crop:moonflower,references,genome:moonflower:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:moonflower:base,Assets/Resources/SO/Economy/Crops/crop_moonflower.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:night-grape:base,CropDefinitionSO,crop:night-grape,CropDefinitionSO|crop:night-grape,references,genome:night-grape:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:night-grape:base,Assets/Resources/SO/Economy/Crops/crop_night_grape.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:shade-fiber:base,CropDefinitionSO,crop:shade-fiber,CropDefinitionSO|crop:shade-fiber,references,genome:shade-fiber:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:shade-fiber:base,Assets/Resources/SO/Economy/Crops/crop_shade_fiber.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:spore-hemp:base,CropDefinitionSO,crop:spore-hemp,CropDefinitionSO|crop:spore-hemp,references,genome:spore-hemp:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:spore-hemp:base,Assets/Resources/SO/Economy/Crops/V22Textiles/crop_spore-hemp.asset
CropGenomeDefinitionSO,CropGenomeDefinitionSO|genome:twilight-grain:base,CropDefinitionSO,crop:twilight-grain,CropDefinitionSO|crop:twilight-grain,references,genome:twilight-grain:base,,,baseGenome,Unity asset reference,content-reference,resolved-content,CropGenomeDefinitionSO|genome:twilight-grain:base,Assets/Resources/SO/Economy/Crops/crop_twilight_grain.asset
