target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:blacksteel-ingot,CombatShieldSO,equipment-item:shield:blacksteel,CombatShieldSO|equipment-item:shield:blacksteel,requires,material:blacksteel-ingot,2,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Combat/Equipment/S07_BlacksteelShield.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:blacksteel-ingot,CombatWeaponSO,equipment-item:weapon:blacksteel-poleaxe,CombatWeaponSO|equipment-item:weapon:blacksteel-poleaxe,requires,material:blacksteel-ingot,2,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Combat/Equipment/W28_BlacksteelPoleaxe.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:iron-ingot,CulturalPracticeDefinitionSO,practice:golem-memory-plaque,CulturalPracticeDefinitionSO|practice:golem-memory-plaque,requires,material:iron-ingot,1,,requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:iron-ingot; ResourceItemDefinitionSO|material:iron-ingot,Assets/Resources/SO/V20/Narrative/Practices/practice_golem-memory-plaque.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:iron-ingot,CulturalPracticeDefinitionSO,practice:kobold-tool-naming,CulturalPracticeDefinitionSO|practice:kobold-tool-naming,requires,material:iron-ingot,1,,requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:iron-ingot; ResourceItemDefinitionSO|material:iron-ingot,Assets/Resources/SO/V20/Narrative/Practices/practice_kobold-tool-naming.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:leather,DungeonFactionDefinitionSO,faction:dungeon:beastkin,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset,references,material:leather,8,,supplyCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:leather; ResourceItemDefinitionSO|material:leather,Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:blacksteel-ingot,DungeonFactionDefinitionSO,faction:dungeon:demon,DungeonFactionDefinitionSO|faction:dungeon:demon|Assets/Resources/SO/Factions/Dungeons/Faction_Demon_AshContractCourt.asset,references,material:blacksteel-ingot,5,,supplyCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Factions/Dungeons/Faction_Demon_AshContractCourt.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,DungeonFactionDefinitionSO,faction:dungeon:demon,DungeonFactionDefinitionSO|faction:dungeon:demon|Assets/Resources/SO/Factions/faction_dungeon_demon.asset,references,material:lumber,10,,supplyCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Factions/faction_dungeon_demon.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,DungeonFactionDefinitionSO,faction:dungeon:demon,DungeonFactionDefinitionSO|faction:dungeon:demon|Assets/Resources/SO/Factions/faction_dungeon_demon.asset,references,material:lumber,5,,tradeCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Factions/faction_dungeon_demon.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:blacksteel-ingot,DungeonFactionDefinitionSO,faction:dungeon:golem,DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset,references,material:blacksteel-ingot,5,,supplyCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:iron-ingot,DungeonFactionDefinitionSO,faction:dungeon:golem,DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset,references,material:iron-ingot,8,,tradeCargo.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:iron-ingot; ResourceItemDefinitionSO|material:iron-ingot,Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:steel-ingot,DungeonFactionDefinitionSO,faction:dungeon:golem,DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset,references,material:steel-ingot,10,,supplyCargo.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:steel-ingot; ResourceItemDefinitionSO|material:steel-ingot,Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:stone-block,DungeonFactionDefinitionSO,faction:dungeon:golem,DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset,references,material:stone-block,10,,tradeCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:stone-block; ResourceItemDefinitionSO|material:stone-block,Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,DungeonFactionDefinitionSO,faction:dungeon:golem,DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/faction_dungeon_golem.asset,references,material:lumber,14,,supplyCargo.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Factions/faction_dungeon_golem.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,DungeonFactionDefinitionSO,faction:dungeon:golem,DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/faction_dungeon_golem.asset,references,material:lumber,8,,tradeCargo.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Factions/faction_dungeon_golem.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:iron-ingot,DungeonFactionDefinitionSO,faction:dungeon:kobold,DungeonFactionDefinitionSO|faction:dungeon:kobold|Assets/Resources/SO/Factions/Dungeons/Faction_Kobold_DeepGearWarren.asset,references,material:iron-ingot,5,,tradeCargo.2.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:iron-ingot; ResourceItemDefinitionSO|material:iron-ingot,Assets/Resources/SO/Factions/Dungeons/Faction_Kobold_DeepGearWarren.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,DungeonFactionDefinitionSO,faction:dungeon:kobold,DungeonFactionDefinitionSO|faction:dungeon:kobold|Assets/Resources/SO/Factions/Dungeons/Faction_Kobold_DeepGearWarren.asset,references,material:lumber,10,,supplyCargo.2.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Factions/Dungeons/Faction_Kobold_DeepGearWarren.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:steel-ingot,DungeonFactionDefinitionSO,faction:dungeon:kobold,DungeonFactionDefinitionSO|faction:dungeon:kobold|Assets/Resources/SO/Factions/Dungeons/Faction_Kobold_DeepGearWarren.asset,references,material:steel-ingot,8,,supplyCargo.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:steel-ingot; ResourceItemDefinitionSO|material:steel-ingot,Assets/Resources/SO/Factions/Dungeons/Faction_Kobold_DeepGearWarren.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,DungeonFactionDefinitionSO,faction:dungeon:kobold,DungeonFactionDefinitionSO|faction:dungeon:kobold|Assets/Resources/SO/Factions/faction_dungeon_kobold.asset,references,material:lumber,14,,supplyCargo.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Factions/faction_dungeon_kobold.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,DungeonFactionDefinitionSO,faction:dungeon:kobold,DungeonFactionDefinitionSO|faction:dungeon:kobold|Assets/Resources/SO/Factions/faction_dungeon_kobold.asset,references,material:lumber,8,,tradeCargo.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Factions/faction_dungeon_kobold.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:blacksteel-ingot,ProductionRecipeSO,recipe:ammo:blacksteel-bolt,ProductionRecipeSO|recipe:ammo:blacksteel-bolt,requires,material:blacksteel-ingot,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R132_흑강_볼트.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,ProductionRecipeSO,recipe:arrow-bone,ProductionRecipeSO|recipe:arrow-bone,requires,material:lumber,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Economy/Recipes/recipe_arrow_bone.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|resource:bone,ProductionRecipeSO,recipe:arrow-bone,ProductionRecipeSO|recipe:arrow-bone,requires,resource:bone,1,,inputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|resource:bone; ResourceItemDefinitionSO|resource:bone,Assets/Resources/SO/Economy/Recipes/recipe_arrow_bone.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:iron-ingot,ProductionRecipeSO,recipe:arrow-iron,ProductionRecipeSO|recipe:arrow-iron,requires,material:iron-ingot,1,,inputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:iron-ingot; ResourceItemDefinitionSO|material:iron-ingot,Assets/Resources/SO/Economy/Recipes/recipe_arrow_iron.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,ProductionRecipeSO,recipe:arrow-iron,ProductionRecipeSO|recipe:arrow-iron,requires,material:lumber,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Economy/Recipes/recipe_arrow_iron.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,ProductionRecipeSO,recipe:arrow-steel,ProductionRecipeSO|recipe:arrow-steel,requires,material:lumber,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Economy/Recipes/recipe_arrow_steel.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:steel-ingot,ProductionRecipeSO,recipe:arrow-steel,ProductionRecipeSO|recipe:arrow-steel,requires,material:steel-ingot,1,,inputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:steel-ingot; ResourceItemDefinitionSO|material:steel-ingot,Assets/Resources/SO/Economy/Recipes/recipe_arrow_steel.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|resource:wool,ProductionRecipeSO,recipe:bedding-animal,ProductionRecipeSO|recipe:bedding-animal,requires,resource:wool,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|resource:wool; ResourceItemDefinitionSO|resource:wool,Assets/Resources/SO/Economy/Recipes/recipe_bedding_animal.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:blacksteel-ingot,ProductionRecipeSO,recipe:blacksteel,ProductionRecipeSO|recipe:blacksteel,produces-or-unlocks,material:blacksteel-ingot,1,,outputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Economy/Recipes/recipe_blacksteel.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:steel-ingot,ProductionRecipeSO,recipe:blacksteel,ProductionRecipeSO|recipe:blacksteel,requires,material:steel-ingot,2,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:steel-ingot; ResourceItemDefinitionSO|material:steel-ingot,Assets/Resources/SO/Economy/Recipes/recipe_blacksteel.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,ProductionRecipeSO,recipe:bolt-bone,ProductionRecipeSO|recipe:bolt-bone,requires,material:lumber,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Economy/Recipes/recipe_bolt_bone.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|resource:bone,ProductionRecipeSO,recipe:bolt-bone,ProductionRecipeSO|recipe:bolt-bone,requires,resource:bone,1,,inputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|resource:bone; ResourceItemDefinitionSO|resource:bone,Assets/Resources/SO/Economy/Recipes/recipe_bolt_bone.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:iron-ingot,ProductionRecipeSO,recipe:bolt-iron,ProductionRecipeSO|recipe:bolt-iron,requires,material:iron-ingot,1,,inputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:iron-ingot; ResourceItemDefinitionSO|material:iron-ingot,Assets/Resources/SO/Economy/Recipes/recipe_bolt_iron.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,ProductionRecipeSO,recipe:bolt-iron,ProductionRecipeSO|recipe:bolt-iron,requires,material:lumber,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Economy/Recipes/recipe_bolt_iron.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:lumber,ProductionRecipeSO,recipe:bolt-steel,ProductionRecipeSO|recipe:bolt-steel,requires,material:lumber,1,,inputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:lumber; ResourceItemDefinitionSO|material:lumber,Assets/Resources/SO/Economy/Recipes/recipe_bolt_steel.asset
CraftMaterialDefinitionSO,CraftMaterialDefinitionSO|material:steel-ingot,ProductionRecipeSO,recipe:bolt-steel,ProductionRecipeSO|recipe:bolt-steel,requires,material:steel-ingot,1,,inputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:steel-ingot; ResourceItemDefinitionSO|material:steel-ingot,Assets/Resources/SO/Economy/Recipes/recipe_bolt_steel.asset
