target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
ReproductionProfileSO,ReproductionProfileSO|reproduction:slime,CharacterSpeciesSO,characterspecies:1,CharacterSpeciesSO|characterspecies:1,references,reproduction:slime,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:slime,Assets/Resources/SO/Character/Species/Species_Slime.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:adventurer,CharacterSpeciesSO,characterspecies:10,CharacterSpeciesSO|characterspecies:10,references,reproduction:adventurer,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:adventurer,Assets/Resources/SO/Character/Species/Species_Adventurer.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:orc,CharacterSpeciesSO,characterspecies:2,CharacterSpeciesSO|characterspecies:2,references,reproduction:orc,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:orc,Assets/Resources/SO/Character/Species/Species_Orc.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:vampire,CharacterSpeciesSO,characterspecies:3,CharacterSpeciesSO|characterspecies:3,references,reproduction:vampire,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:vampire,Assets/Resources/SO/Character/Species/Species_Vampire.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:beastkin,CharacterSpeciesSO,characterspecies:4,CharacterSpeciesSO|characterspecies:4,references,reproduction:beastkin,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:beastkin,Assets/Resources/SO/Character/Species/Species_Beastkin.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:demon,CharacterSpeciesSO,characterspecies:5,CharacterSpeciesSO|characterspecies:5,references,reproduction:demon,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:demon,Assets/Resources/SO/Character/Species/Species_Demon.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:kobold,CharacterSpeciesSO,characterspecies:6,CharacterSpeciesSO|characterspecies:6,references,reproduction:kobold,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:kobold,Assets/Resources/SO/Character/Species/Species_Kobold.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:myconid,CharacterSpeciesSO,characterspecies:7,CharacterSpeciesSO|characterspecies:7,references,reproduction:myconid,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:myconid,Assets/Resources/SO/Character/Species/Species_Myconid.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:harpy,CharacterSpeciesSO,characterspecies:8,CharacterSpeciesSO|characterspecies:8,references,reproduction:harpy,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:harpy,Assets/Resources/SO/Character/Species/Species_Harpy.asset
ReproductionProfileSO,ReproductionProfileSO|reproduction:golem,CharacterSpeciesSO,characterspecies:9,CharacterSpeciesSO|characterspecies:9,references,reproduction:golem,,,reproduction,Unity asset reference,content-reference,resolved-content,ReproductionProfileSO|reproduction:golem,Assets/Resources/SO/Character/Species/Species_Golem.asset
