"climate_id","portfolio_id","food_and_economy_score_0_to_3","security_score_0_to_3","recovery_score_0_to_3","expansion_score_0_to_3","costed_component_evidence","pressure_that_reduces_the_score","static_status"
"climate:temperate-cave","sanctuary","3","1","3","2","building:1095|building:8802|building:8852","외부 수확기 운반·수질·작물 병해","contextual-strength"
"climate:temperate-cave","underground","2","2","2","2","building:1096|building:8803|building:9821","실내 면적·환기·청결 경쟁","contextual-strength"
"climate:temperate-cave","hospitality","3","1","2","2","building:8806|building:8898|building:1714","계약 지연·평판·재고 체류","contextual-strength"
"climate:temperate-cave","industrial","2","3","2","2","building:9810|building:9840|building:9860","연료·전력·정비 공통 고장","contextual-strength"
"climate:temperate-cave","expeditionary","2","3","2","2","building:1041|building:1047|building:8900","부상·탄약·원정 중 내부 공백","contextual-strength"
"climate:temperate-cave","arcane","2","2","2","2","building:9812|building:8897|building:8868","촉매·공명·무균·전력 집중","contextual-strength"
"climate:frost-rift","sanctuary","1","1","2","2","building:8850|building:8853|building:8876","서리·성장 지연·사료·외부 운반","contextual-weakness"
"climate:frost-rift","underground","2","2","2","2","building:1096|building:1502|building:8856","난방·공조·밀집 공간의 정비","contextual-strength"
"climate:frost-rift","hospitality","1","1","1","1","building:1700|building:8898|building:8848","손님 유입·계약 물류·생활 서비스 동시 둔화","contextual-weakness"
"climate:frost-rift","industrial","3","3","2","2","building:9810|building:9813|building:9850","연료 고갈·중앙 정전·장거리 원료 수송","contextual-strength"
"climate:frost-rift","expeditionary","1","2","1","1","building:1045|building:9308|building:8900","야외 기동·부상 회복·보급선 노출","contextual-weakness"
"climate:frost-rift","arcane","2","2","1","1","building:9812|building:8897|building:8872","마나·정밀 부품·공명 설비의 동시 유지","contextual-weakness"
"climate:ember-wastes","sanctuary","1","1","2","2","building:8802|building:8853|building:8876","물 부족·고온·작물·사료 손실","contextual-weakness"
"climate:ember-wastes","underground","1","2","1","2","building:1096|building:1502|building:9821","습도·정화·공조 부하가 함께 상승","contextual-weakness"
"climate:ember-wastes","hospitality","2","1","1","1","building:8806|building:8898|building:8848","물·냉장·서비스 대기·계약 운반","contextual-weakness"
"climate:ember-wastes","industrial","1","2","1","1","building:9810|building:9825|building:9860","냉각수·열·연료·정비의 동시 압박","contextual-weakness"
"climate:ember-wastes","expeditionary","2","3","1","1","building:1041|building:8837|building:8900","야전 식량·수분·부상자 후송","contextual-strength"
"climate:ember-wastes","arcane","2","2","1","1","building:9812|building:8897|building:8868","마나 교란·냉각·무균 환경 실패","contextual-weakness"
"climate:mycelial-depths","sanctuary","2","1","2","2","building:1095|building:8852|building:8855","외부 경작 면적 부족·포자 오염·사료 운반","contextual-strength"
"climate:mycelial-depths","underground","3","2","3","2","building:8803|building:8813|building:8874","환기 장애·배양 오염·밀집 공간 경쟁","contextual-strength"
"climate:mycelial-depths","hospitality","1","1","1","1","building:1700|building:1712|building:8898","검역·손님 문화 충돌·하역 동선 오염","contextual-weakness"
"climate:mycelial-depths","industrial","2","2","1","1","building:9810|building:9840|building:9825","습도·내부 침투·중앙 물류 단절","contextual-weakness"
"climate:mycelial-depths","expeditionary","2","3","2","2","building:1047|building:9308|building:8900","다지점 침투·부상자 적체·탄약 보급","contextual-strength"
"climate:mycelial-depths","arcane","2","2","3","2","building:9822|building:8867|building:8878","촉매 집중·공명 교란·정전","contextual-strength"
"climate:mana-stormlands","sanctuary","2","1","3","2","building:1095|building:8853|building:8876","관측 오차·외부 운반·생물 병해","contextual-strength"
"climate:mana-stormlands","underground","2","2","1","2","building:9821|building:9822|building:8856","마나 정화·공조의 공통 장애","contextual-weakness"
"climate:mana-stormlands","hospitality","2","1","2","2","building:8898|building:1714|building:8848","계약 통신·평판·서비스 기반망 교란","contextual-strength"
"climate:mana-stormlands","industrial","2","3","2","2","building:9810|building:9813|building:9860","동력 분배·부품 수리·내부 침투","contextual-strength"
"climate:mana-stormlands","expeditionary","3","3","2","2","building:1047|building:8837|building:8900","원정 부상·보급·내부 방어 공백","contextual-strength"
"climate:mana-stormlands","arcane","3","2","2","1","building:9812|building:8897|building:9826","공명 폭주·마나 정전·고가 촉매 손실","contextual-weakness"
