content_type,stable_id,asset_count,record_keys
DungeonFactionDefinitionSO,faction:dungeon:beastkin,2,DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/Dungeons/Faction_Beastkin_RedPawPost.asset; DungeonFactionDefinitionSO|faction:dungeon:beastkin|Assets/Resources/SO/Factions/faction_dungeon_beastkin.asset
DungeonFactionDefinitionSO,faction:dungeon:demon,2,DungeonFactionDefinitionSO|faction:dungeon:demon|Assets/Resources/SO/Factions/Dungeons/Faction_Demon_AshContractCourt.asset; DungeonFactionDefinitionSO|faction:dungeon:demon|Assets/Resources/SO/Factions/faction_dungeon_demon.asset
DungeonFactionDefinitionSO,faction:dungeon:golem,2,DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/Dungeons/Faction_Golem_StoneveinFoundry.asset; DungeonFactionDefinitionSO|faction:dungeon:golem|Assets/Resources/SO/Factions/faction_dungeon_golem.asset
DungeonFactionDefinitionSO,faction:dungeon:harpy,2,DungeonFactionDefinitionSO|faction:dungeon:harpy|Assets/Resources/SO/Factions/Dungeons/Faction_Harpy_StormNest.asset; DungeonFactionDefinitionSO|faction:dungeon:harpy|Assets/Resources/SO/Factions/faction_dungeon_harpy.asset
DungeonFactionDefinitionSO,faction:dungeon:kobold,2,DungeonFactionDefinitionSO|faction:dungeon:kobold|Assets/Resources/SO/Factions/Dungeons/Faction_Kobold_DeepGearWarren.asset; DungeonFactionDefinitionSO|faction:dungeon:kobold|Assets/Resources/SO/Factions/faction_dungeon_kobold.asset
DungeonFactionDefinitionSO,faction:dungeon:myconid,2,DungeonFactionDefinitionSO|faction:dungeon:myconid|Assets/Resources/SO/Factions/Dungeons/Faction_Myconid_MycelialGrove.asset; DungeonFactionDefinitionSO|faction:dungeon:myconid|Assets/Resources/SO/Factions/faction_dungeon_myconid.asset
FestivalDefinitionSO,festival:high-sun,2,FestivalDefinitionSO|festival:high-sun|Assets/Resources/SO/Population/Festivals/festival_high-sun.asset; FestivalDefinitionSO|festival:high-sun|Assets/Resources/SO/V20/Society/Festivals/festival_high-sun.asset
FestivalDefinitionSO,festival:long-night-memorial,2,FestivalDefinitionSO|festival:long-night-memorial|Assets/Resources/SO/Population/Festivals/festival_long-night-memorial.asset; FestivalDefinitionSO|festival:long-night-memorial|Assets/Resources/SO/V20/Society/Festivals/festival_long-night-memorial.asset
FestivalDefinitionSO,festival:sprout,2,FestivalDefinitionSO|festival:sprout|Assets/Resources/SO/Population/Festivals/festival_sprout.asset; FestivalDefinitionSO|festival:sprout|Assets/Resources/SO/V20/Society/Festivals/festival_sprout.asset
FestivalDefinitionSO,festival:storage,2,FestivalDefinitionSO|festival:storage|Assets/Resources/SO/Population/Festivals/festival_storage.asset; FestivalDefinitionSO|festival:storage|Assets/Resources/SO/V20/Society/Festivals/festival_storage.asset
