source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
CombatArmorSO,equipment-item:armor:articulated-plate,CombatArmorSO|equipment-item:armor:articulated-plate,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/A12_ArticulatedPlate.asset
CombatArmorSO,equipment-item:armor:articulated-plate,CombatArmorSO|equipment-item:armor:articulated-plate,requires,component:textile-hardener,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:textile-hardener,Assets/Resources/SO/Combat/Equipment/A12_ArticulatedPlate.asset
CombatArmorSO,equipment-item:armor:articulated-plate,CombatArmorSO|equipment-item:armor:articulated-plate,requires,material:plate-blank,2,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:plate-blank,Assets/Resources/SO/Combat/Equipment/A12_ArticulatedPlate.asset
CombatArmorSO,equipment-item:armor:articulated-plate,CombatArmorSO|equipment-item:armor:articulated-plate,requires,research:equipment:articulated-plate,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:equipment:articulated-plate; ResearchUnlockBundleDefinitionSO|research:equipment:articulated-plate,Assets/Resources/SO/Combat/Equipment/A12_ArticulatedPlate.asset
CombatArmorSO,equipment-item:armor:blacksteel-carapace,CombatArmorSO|equipment-item:armor:blacksteel-carapace,requires,component:blacksteel-defense-plate,2,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:blacksteel-defense-plate,Assets/Resources/SO/Combat/Equipment/A17_BlacksteelCarapace.asset
CombatArmorSO,equipment-item:armor:blacksteel-carapace,CombatArmorSO|equipment-item:armor:blacksteel-carapace,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/A17_BlacksteelCarapace.asset
CombatArmorSO,equipment-item:armor:blacksteel-carapace,CombatArmorSO|equipment-item:armor:blacksteel-carapace,requires,research:industry:dark-foundry,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:industry:dark-foundry; ResearchUnlockBundleDefinitionSO|research:industry:dark-foundry,Assets/Resources/SO/Combat/Equipment/A17_BlacksteelCarapace.asset
CombatArmorSO,equipment-item:armor:blast-coat,CombatArmorSO|equipment-item:armor:blast-coat,requires,component:blast-coat-shell,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:blast-coat-shell,Assets/Resources/SO/Combat/Equipment/A13_BlastCoat.asset
CombatArmorSO,equipment-item:armor:blast-coat,CombatArmorSO|equipment-item:armor:blast-coat,requires,research:equipment:pressure-barrels,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:equipment:pressure-barrels; ResearchUnlockBundleDefinitionSO|research:equipment:pressure-barrels,Assets/Resources/SO/Combat/Equipment/A13_BlastCoat.asset
CombatArmorSO,equipment-item:armor:blast-coat,CombatArmorSO|equipment-item:armor:blast-coat,requires,textile:insulating-cloth,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|textile:insulating-cloth,Assets/Resources/SO/Combat/Equipment/A13_BlastCoat.asset
