source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
ResearchProjectSO,research:agriculture:compost,ResearchProjectSO|research:agriculture:compost,prerequisite,research:agriculture:field,,,prerequisiteLinks.0.prerequisite,Unity asset reference,content-reference,resolved-content,ResearchProjectSO|research:agriculture:field; ResearchUnlockBundleDefinitionSO|research:agriculture:field,Assets/Resources/SO/Research/Projects/agriculture_compost.asset
ResearchProjectSO,research:agriculture:compost,ResearchProjectSO|research:agriculture:compost,prerequisite,research:agriculture:field,,,prerequisiteLinks.0.prerequisiteId,prerequisite Id,content-reference,resolved-content,ResearchProjectSO|research:agriculture:field; ResearchUnlockBundleDefinitionSO|research:agriculture:field,Assets/Resources/SO/Research/Projects/agriculture_compost.asset
ResearchProjectSO,research:agriculture:compost,ResearchProjectSO|research:agriculture:compost,prerequisite,research:agriculture:field,,,prerequisites.0,Unity asset reference,content-reference,resolved-content,ResearchProjectSO|research:agriculture:field; ResearchUnlockBundleDefinitionSO|research:agriculture:field,Assets/Resources/SO/Research/Projects/agriculture_compost.asset
ResearchProjectSO,research:agriculture:compost,ResearchProjectSO|research:agriculture:compost,unlocks-building,building:1085,,,references.RefIds.0.data.buildingId,BlueprintBuildingUnlock,content-reference,resolved-content,BuildingSO|building:1085,Assets/Resources/SO/Research/Projects/agriculture_compost.asset
ResearchProjectSO,research:agriculture:cultivar-breeding,ResearchProjectSO|research:agriculture:cultivar-breeding,prerequisite,research:agriculture:soil-cycles,,,prerequisiteLinks.0.prerequisite,Unity asset reference,content-reference,resolved-content,ResearchProjectSO|research:agriculture:soil-cycles; ResearchUnlockBundleDefinitionSO|research:agriculture:soil-cycles,Assets/Resources/SO/Research/Projects/agriculture_cultivar_breeding.asset
ResearchProjectSO,research:agriculture:cultivar-breeding,ResearchProjectSO|research:agriculture:cultivar-breeding,prerequisite,research:agriculture:soil-cycles,,,prerequisiteLinks.0.prerequisiteId,prerequisite Id,content-reference,resolved-content,ResearchProjectSO|research:agriculture:soil-cycles; ResearchUnlockBundleDefinitionSO|research:agriculture:soil-cycles,Assets/Resources/SO/Research/Projects/agriculture_cultivar_breeding.asset
ResearchProjectSO,research:agriculture:cultivar-breeding,ResearchProjectSO|research:agriculture:cultivar-breeding,prerequisite,research:agriculture:soil-cycles,,,prerequisites.0,Unity asset reference,content-reference,resolved-content,ResearchProjectSO|research:agriculture:soil-cycles; ResearchUnlockBundleDefinitionSO|research:agriculture:soil-cycles,Assets/Resources/SO/Research/Projects/agriculture_cultivar_breeding.asset
ResearchProjectSO,research:agriculture:cultivar-breeding,ResearchProjectSO|research:agriculture:cultivar-breeding,prerequisite,research:genetics:hereditary-records,,,prerequisiteLinks.1.prerequisite,Unity asset reference,content-reference,resolved-content,ResearchProjectSO|research:genetics:hereditary-records; ResearchUnlockBundleDefinitionSO|research:genetics:hereditary-records,Assets/Resources/SO/Research/Projects/agriculture_cultivar_breeding.asset
ResearchProjectSO,research:agriculture:cultivar-breeding,ResearchProjectSO|research:agriculture:cultivar-breeding,prerequisite,research:genetics:hereditary-records,,,prerequisiteLinks.1.prerequisiteId,prerequisite Id,content-reference,resolved-content,ResearchProjectSO|research:genetics:hereditary-records; ResearchUnlockBundleDefinitionSO|research:genetics:hereditary-records,Assets/Resources/SO/Research/Projects/agriculture_cultivar_breeding.asset
ResearchProjectSO,research:agriculture:cultivar-breeding,ResearchProjectSO|research:agriculture:cultivar-breeding,prerequisite,research:genetics:hereditary-records,,,prerequisites.1,Unity asset reference,content-reference,resolved-content,ResearchProjectSO|research:genetics:hereditary-records; ResearchUnlockBundleDefinitionSO|research:genetics:hereditary-records,Assets/Resources/SO/Research/Projects/agriculture_cultivar_breeding.asset
