group,content_type,record_key,stable_id,display_name,description,mechanics,relations,existence_reason,reason_basis,review_status,review_reason,lifecycle_status,catalog_memberships,runtime_status,runtime_evidence,save_evidence,incoming_reference_count,incoming_source_types,system_role,strategic_niche,costs_and_risks,comparison_group,alternative_candidates,removal_impact,rationale_evidence,source_path,asset_guid,authored__accuracyMultiplier,authored__authoringRevision,authored__damageMultiplier,authored__description,authored__displayName,authored__kind,authored__kind__enum,authored__kind__label,authored__kind__origin,authored__m_Name,authored__movementMultiplier,authored__requiredCounterTag,authored__sourceNote,authored__stableId
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:broken-pillars,battlefield:broken-pillars,무너진 기둥숲,엄폐는 많지만 직선 사격과 빠른 이동이 어렵다.,kind 0,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '엄폐는 많지만 직선 사격과 빠른 이동이 어렵다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '엄폐는 많지만 직선 사격과 빠른 이동이 어렵다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:flank,BattlefieldModifierDefinitionSO:kind:0,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:elevated-gallery, BattlefieldModifierDefinitionSO:battlefield:flooded-floor, BattlefieldModifierDefinitionSO:battlefield:narrow-bridge","직접 참조 3건에 영향: OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:14, OffenseEncounterSO:encounter:26",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_broken-pillars.asset,e0dd962e7d5c0a144a8ca5b08ebfcbe9,0.75,1,1,엄폐는 많지만 직선 사격과 빠른 이동이 어렵다.,무너진 기둥숲,0,BattlefieldModifierKind,Terrain,explicit-serialized,battlefield_broken-pillars,0.8,counter:flank,V20 hand-authored battlefield modifier.,battlefield:broken-pillars
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:civilian-corridor,battlefield:civilian-corridor,피난 통로,민간인 보호 때문에 광역 공격을 자유롭게 쓰기 어렵다.,kind 1,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '민간인 보호 때문에 광역 공격을 자유롭게 쓰기 어렵다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 1로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '민간인 보호 때문에 광역 공격을 자유롭게 쓰기 어렵다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 1로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:precision,BattlefieldModifierDefinitionSO:kind:1,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:hostage-chain, BattlefieldModifierDefinitionSO:battlefield:sealed-exit, BattlefieldModifierDefinitionSO:battlefield:unstable-device","직접 참조 3건에 영향: OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:17, OffenseEncounterSO:encounter:29",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_civilian-corridor.asset,44487667fac99ca4f865a48fd11dbdac,0.9,1,0.85,민간인 보호 때문에 광역 공격을 자유롭게 쓰기 어렵다.,피난 통로,1,BattlefieldModifierKind,Objective,explicit-serialized,battlefield_civilian-corridor,0.9,counter:precision,V20 hand-authored battlefield modifier.,battlefield:civilian-corridor
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:collapsing-ceiling,battlefield:collapsing-ceiling,붕괴 천장,한 위치에 오래 머물수록 낙하 피해 위험이 커진다.,kind 2,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '한 위치에 오래 머물수록 낙하 피해 위험이 커진다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 2로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '한 위치에 오래 머물수록 낙하 피해 위험이 커진다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 2로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:mobile,BattlefieldModifierDefinitionSO:kind:2,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:mana-storm, BattlefieldModifierDefinitionSO:battlefield:powder-smoke, BattlefieldModifierDefinitionSO:battlefield:spore-bloom","직접 참조 3건에 영향: OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:24, OffenseEncounterSO:encounter:36",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_collapsing-ceiling.asset,723535f417b9eb14399731c2e24c58a1,0.9,1,1.1,한 위치에 오래 머물수록 낙하 피해 위험이 커진다.,붕괴 천장,2,BattlefieldModifierKind,Hazard,explicit-serialized,battlefield_collapsing-ceiling,1.2,counter:mobile,V20 hand-authored battlefield modifier.,battlefield:collapsing-ceiling
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:elevated-gallery,battlefield:elevated-gallery,고가 회랑,높은 사격 위치와 추락 위험이 동시에 생긴다.,kind 0,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '높은 사격 위치와 추락 위험이 동시에 생긴다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '높은 사격 위치와 추락 위험이 동시에 생긴다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:anti-air,BattlefieldModifierDefinitionSO:kind:0,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:broken-pillars, BattlefieldModifierDefinitionSO:battlefield:flooded-floor, BattlefieldModifierDefinitionSO:battlefield:narrow-bridge","직접 참조 3건에 영향: OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:15, OffenseEncounterSO:encounter:27",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_elevated-gallery.asset,5afaa4b3db8e47d4cbd6ea6b7b371791,1.18,1,1,높은 사격 위치와 추락 위험이 동시에 생긴다.,고가 회랑,0,BattlefieldModifierKind,Terrain,explicit-serialized,battlefield_elevated-gallery,0.9,counter:anti-air,V20 hand-authored battlefield modifier.,battlefield:elevated-gallery
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:flooded-floor,battlefield:flooded-floor,침수 바닥,중장비 이동이 느려지고 전기·서리 효과가 강화된다.,kind 0,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '중장비 이동이 느려지고 전기·서리 효과가 강화된다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '중장비 이동이 느려지고 전기·서리 효과가 강화된다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:insulated,BattlefieldModifierDefinitionSO:kind:0,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:broken-pillars, BattlefieldModifierDefinitionSO:battlefield:elevated-gallery, BattlefieldModifierDefinitionSO:battlefield:narrow-bridge","직접 참조 3건에 영향: OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:16, OffenseEncounterSO:encounter:28",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_flooded-floor.asset,daf0a31df43f6ce49a0a7e3df2a76b12,1,1,1.1,중장비 이동이 느려지고 전기·서리 효과가 강화된다.,침수 바닥,0,BattlefieldModifierKind,Terrain,explicit-serialized,battlefield_flooded-floor,0.65,counter:insulated,V20 hand-authored battlefield modifier.,battlefield:flooded-floor
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:hostage-chain,battlefield:hostage-chain,인질 구속줄,지휘관 생포와 인질 보호가 같은 위치에서 충돌한다.,kind 1,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '지휘관 생포와 인질 보호가 같은 위치에서 충돌한다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 1로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '지휘관 생포와 인질 보호가 같은 위치에서 충돌한다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 1로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:nonlethal,BattlefieldModifierDefinitionSO:kind:1,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:civilian-corridor, BattlefieldModifierDefinitionSO:battlefield:sealed-exit, BattlefieldModifierDefinitionSO:battlefield:unstable-device","직접 참조 3건에 영향: OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:20, OffenseEncounterSO:encounter:32",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_hostage-chain.asset,70fc45b627ec1ed45ac1039b2cff2b1b,0.9,1,0.9,지휘관 생포와 인질 보호가 같은 위치에서 충돌한다.,인질 구속줄,1,BattlefieldModifierKind,Objective,explicit-serialized,battlefield_hostage-chain,0.9,counter:nonlethal,V20 hand-authored battlefield modifier.,battlefield:hostage-chain
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:mana-storm,battlefield:mana-storm,마나 폭풍,비전 피해가 강해지지만 능력 오작동 위험도 커진다.,kind 2,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '비전 피해가 강해지지만 능력 오작동 위험도 커진다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 2로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '비전 피해가 강해지지만 능력 오작동 위험도 커진다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 2로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:mana-grounding,BattlefieldModifierDefinitionSO:kind:2,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:collapsing-ceiling, BattlefieldModifierDefinitionSO:battlefield:powder-smoke, BattlefieldModifierDefinitionSO:battlefield:spore-bloom","직접 참조 3건에 영향: OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:21, OffenseEncounterSO:encounter:33",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_mana-storm.asset,1ab29a91cf9e97446800a882f49b1de6,0.85,1,1.2,비전 피해가 강해지지만 능력 오작동 위험도 커진다.,마나 폭풍,2,BattlefieldModifierKind,Hazard,explicit-serialized,battlefield_mana-storm,0.9,counter:mana-grounding,V20 hand-authored battlefield modifier.,battlefield:mana-storm
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:narrow-bridge,battlefield:narrow-bridge,좁은 교량,전열 교대가 어렵고 밀집 공격의 가치가 커진다.,kind 0,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '전열 교대가 어렵고 밀집 공격의 가치가 커진다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '전열 교대가 어렵고 밀집 공격의 가치가 커진다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 0로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:reach,BattlefieldModifierDefinitionSO:kind:0,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:broken-pillars, BattlefieldModifierDefinitionSO:battlefield:elevated-gallery, BattlefieldModifierDefinitionSO:battlefield:flooded-floor","직접 참조 3건에 영향: OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:13, OffenseEncounterSO:encounter:25",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_narrow-bridge.asset,2b245ef4860bc5344a34238ef1f0a89b,1,1,1.08,전열 교대가 어렵고 밀집 공격의 가치가 커진다.,좁은 교량,0,BattlefieldModifierKind,Terrain,explicit-serialized,battlefield_narrow-bridge,0.7,counter:reach,V20 hand-authored battlefield modifier.,battlefield:narrow-bridge
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:powder-smoke,battlefield:powder-smoke,화약 연무,사격 명중이 떨어지고 연기 보호구 없는 병력이 지친다.,kind 2,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '사격 명중이 떨어지고 연기 보호구 없는 병력이 지친다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 2로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '사격 명중이 떨어지고 연기 보호구 없는 병력이 지친다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 2로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:smoke-hood,BattlefieldModifierDefinitionSO:kind:2,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:collapsing-ceiling, BattlefieldModifierDefinitionSO:battlefield:mana-storm, BattlefieldModifierDefinitionSO:battlefield:spore-bloom","직접 참조 3건에 영향: OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:22, OffenseEncounterSO:encounter:34",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_powder-smoke.asset,81d95141a337d094caba1a668bda5688,0.65,1,1,사격 명중이 떨어지고 연기 보호구 없는 병력이 지친다.,화약 연무,2,BattlefieldModifierKind,Hazard,explicit-serialized,battlefield_powder-smoke,1,counter:smoke-hood,V20 hand-authored battlefield modifier.,battlefield:powder-smoke
combat-health-world,BattlefieldModifierDefinitionSO,BattlefieldModifierDefinitionSO|battlefield:sealed-exit,battlefield:sealed-exit,봉인된 퇴로,탈출 장치를 조작하기 전에는 퇴각할 수 없다.,kind 1,,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '탈출 장치를 조작하기 전에는 퇴각할 수 없다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 1로 구성된다.,type-contract+description-and-relations,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Models/Offense/Core/OffenseBattleContracts.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/OffenseBattleModel.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,3,OffenseEncounterSO,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다. 작성 목적은 '탈출 장치를 조작하기 전에는 퇴각할 수 없다'이다. 다른 콘텐츠 3개가 이 정의를 참조한다. 게임 규칙은 kind 1로 구성된다.,전장의 지형·환경 조건을 전투 규칙 변화로 변환한다,requiredCounterTag=counter:engineering,BattlefieldModifierDefinitionSO:kind:1,"비교 후보(대체 가능성 미검증): BattlefieldModifierDefinitionSO:battlefield:civilian-corridor, BattlefieldModifierDefinitionSO:battlefield:hostage-chain, BattlefieldModifierDefinitionSO:battlefield:unstable-device","직접 참조 3건에 영향: OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:19, OffenseEncounterSO:encounter:31",type-contract+description-and-relations; niche=type-contract; cost=requiredCounterTag,Assets/Resources/SO/V20/Combat/Modifiers/battlefield_sealed-exit.asset,8b1faf6abd10ae0428661673123c5a06,1,1,1,탈출 장치를 조작하기 전에는 퇴각할 수 없다.,봉인된 퇴로,1,BattlefieldModifierKind,Objective,explicit-serialized,battlefield_sealed-exit,0.85,counter:engineering,V20 hand-authored battlefield modifier.,battlefield:sealed-exit
