group,content_type,record_key,stable_id,display_name,description,mechanics,relations,existence_reason,reason_basis,review_status,review_reason,lifecycle_status,catalog_memberships,runtime_status,runtime_evidence,save_evidence,incoming_reference_count,incoming_source_types,system_role,strategic_niche,costs_and_risks,comparison_group,alternative_candidates,removal_impact,rationale_evidence,source_path,asset_guid,authored__additionalEnemyCount,authored__battlefieldModifierIds,authored__battlefieldModifierIds__count,authored__boss,authored__counterTags,authored__counterTags__count,authored__displayName,authored__elite,authored__encounterId,authored__enemies,authored__enemies__count,authored__enemyAccuracyMultiplier,authored__enemyDamageMultiplier,authored__enemyHealthMultiplier,authored__id,authored__m_Name,authored__maximumSiteStrength,authored__minimumSiteStrength,authored__objective,authored__objectiveControlResistanceMultiplier,authored__objectiveHealthMultiplier,authored__objectiveRoundLimit,authored__objectiveTargetId,authored__objective__enum,authored__objective__label,authored__objective__origin,authored__rewardItemIds,authored__rewardItemIds__count
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:01,encounter:01,왕령 농지 징발,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:narrow-bridge,현장 강도 1~4에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 1~4에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/Offense/Encounters/encounter_01.asset,1ce78bf468c994941b20cd725346f313,,"[""battlefield:narrow-bridge""]",1,0,"[""counter:reach"",""counter:break-formation""]",2,왕령 농지 징발,0,encounter:01,"[{""enemyArchetypeId"":""enemy:crown-levy"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:crown-tower-guard"",""maximumCount"":2,""minimumCount"":1}]",2,,,,1,encounter_01,4,1,0,,,0,,OffenseEncounterObjective,Defeat All,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:02,encounter:02,왕령 호송대,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:broken-pillars,현장 강도 1~4에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 1~4에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/Offense/Encounters/encounter_02.asset,5223d35ae9e1c634b89156e9ed4d4d19,,"[""battlefield:broken-pillars""]",1,0,"[""counter:flank"",""counter:armor-break""]",2,왕령 호송대,0,encounter:02,"[{""enemyArchetypeId"":""enemy:crown-tower-guard"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:crown-longbow"",""maximumCount"":2,""minimumCount"":1}]",2,,,,2,encounter_02,4,1,1,,,8,,OffenseEncounterObjective,Survive Rounds,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:03,encounter:03,도시연맹 무기고,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:elevated-gallery,현장 강도 1~4에서 적 구성 3개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 1~4에서 적 구성 3개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/Offense/Encounters/encounter_03.asset,9073beb3a479cd74580a7463c4a5528d,0,"[""battlefield:elevated-gallery""]",1,0,"[""counter:anti-air"",""counter:smoke"",""counter:guard-backline""]",3,도시연맹 무기고,0,encounter:03,"[{""enemyArchetypeId"":""enemy:legion-arquebus"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:legion-pavise"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:legion-surgeon"",""maximumCount"":2,""minimumCount"":1}]",3,1,1,1,3,encounter_03,4,1,2,1,2.6,6,target:field-medic,OffenseEncounterObjective,Protect Target,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:04,encounter:04,성화 비전 봉쇄,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:flooded-floor,현장 강도 1~4에서 적 구성 3개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 1~4에서 적 구성 3개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/Offense/Encounters/encounter_04.asset,e188083c752ad73488732d79accbde92,0,"[""battlefield:flooded-floor""]",1,0,"[""counter:insulated"",""counter:mana-disrupt"",""counter:focus-support""]",3,성화 비전 봉쇄,0,encounter:04,"[{""enemyArchetypeId"":""enemy:inquisition-censor"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:inquisition-ward-knight"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:inquisition-purifier"",""maximumCount"":2,""minimumCount"":1}]",3,1,1,0.122,4,encounter_04,4,1,3,1,0.8,9,target:war-device,OffenseEncounterObjective,Sabotage Target,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:05,encounter:05,경쟁 던전 척후,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:civilian-corridor,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/Offense/Encounters/encounter_05.asset,935d9795c0dd4484a973dbb44e37f9bd,,"[""battlefield:civilian-corridor""]",1,0,"[""counter:precision"",""counter:anti-air"",""counter:guard-backline""]",3,경쟁 던전 척후,1,encounter:05,"[{""enemyArchetypeId"":""enemy:rival-stormcaller"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:rival-packbreaker"",""maximumCount"":2,""minimumCount"":1}]",2,,,,5,encounter_05,5,2,4,,,8,,OffenseEncounterObjective,Escape,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:06,encounter:06,진실 봉인실,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:unstable-device,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/Offense/Encounters/encounter_06.asset,594e5737a8ce4fb4e8596f27e4d64daa,0,"[""battlefield:unstable-device""]",1,1,"[""counter:sabotage"",""counter:mundane"",""counter:nonlethal""]",3,진실 봉인실,0,encounter:06,"[{""enemyArchetypeId"":""enemy:truth-sealkeeper"",""maximumCount"":1,""minimumCount"":1},{""enemyArchetypeId"":""enemy:truth-null-warden"",""maximumCount"":2,""minimumCount"":1}]",2,1,1,2.53,6,encounter_06,5,2,5,1.5,1,6,enemy:truth-sealkeeper,OffenseEncounterObjective,Capture Leader,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:07,encounter:07,도시연맹 파비스 전열,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:sealed-exit,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Combat/Encounters/encounter_07.asset,471a2d14c8b6c404388ac5e55550ba3f,,"[""battlefield:sealed-exit""]",1,0,"[""counter:engineering"",""counter:flank""]",2,도시연맹 파비스 전열,0,encounter:07,"[{""enemyArchetypeId"":""enemy:legion-pavise"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:legion-pikeman"",""maximumCount"":2,""minimumCount"":1}]",2,,,,8007,encounter_07,5,2,0,,,0,,OffenseEncounterObjective,Defeat All,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:08,encounter:08,도시연맹 화약 일제,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:hostage-chain,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 2~5에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Combat/Encounters/encounter_08.asset,286945ef29c290c4a9c370d4441740aa,,"[""battlefield:hostage-chain""]",1,0,"[""counter:nonlethal"",""counter:smoke-hood"",""counter:rush""]",3,도시연맹 화약 일제,0,encounter:08,"[{""enemyArchetypeId"":""enemy:legion-arquebus"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:legion-pavise"",""maximumCount"":2,""minimumCount"":1}]",2,,,,8008,encounter_08,5,2,1,,,8,,OffenseEncounterObjective,Survive Rounds,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:09,encounter:09,도시연맹 야전병원,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:mana-storm,현장 강도 3~6에서 적 구성 3개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 3~6에서 적 구성 3개와 전장 조건 1개를 조합한다. 대응 태그 2개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:10, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Combat/Encounters/encounter_09.asset,00539539133500843ace2c2ca4923fbd,,"[""battlefield:mana-storm""]",1,0,"[""counter:mana-grounding"",""counter:interrupt-heal""]",2,도시연맹 야전병원,0,encounter:09,"[{""enemyArchetypeId"":""enemy:legion-surgeon"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:legion-pikeman"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:legion-arquebus"",""maximumCount"":2,""minimumCount"":1}]",3,,,,8009,encounter_09,6,3,2,,,7,target:field-medic,OffenseEncounterObjective,Protect Target,explicit-serialized,"[""offense:unappraised-loot""]",1
combat-health-world,OffenseEncounterSO,OffenseEncounterSO|encounter:10,encounter:10,도시연맹 지휘소,,작성 자산 정의,produces-or-unlocks:offense:unappraised-loot; references:battlefield:powder-smoke,현장 강도 3~6에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,encounter-composition-counters-and-rewards,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Models/Offense/Core/OffenseAuthoredContentPort.cs; Assets/Scripts/Services/Items/GameContentCatalog.cs; Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Offense/Strategic/OffenseStrategicDefinitions.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,Assets/Scripts/Services/Offense/EnemyEncounterFactory.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs; Assets/Scripts/Services/Run/V20CampaignRuntime.cs,0,,현장 강도 3~6에서 적 구성 2개와 전장 조건 1개를 조합한다. 대응 태그 3개와 보상 1개가 전투 준비와 수익의 관계를 만든다.,전투·건강·세계 영역의 OffenseEncounterSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,OffenseEncounterSO,"비교 후보(대체 가능성 미검증): OffenseEncounterSO:encounter:01, OffenseEncounterSO:encounter:02, OffenseEncounterSO:encounter:03, OffenseEncounterSO:encounter:04, OffenseEncounterSO:encounter:05, OffenseEncounterSO:encounter:06, OffenseEncounterSO:encounter:07, OffenseEncounterSO:encounter:08, OffenseEncounterSO:encounter:09, OffenseEncounterSO:encounter:11, OffenseEncounterSO:encounter:12, OffenseEncounterSO:encounter:13 외 23개",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,encounter-composition-counters-and-rewards; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Combat/Encounters/encounter_10.asset,0e4c30479e8c9d245913c7b0a33e594b,0,"[""battlefield:powder-smoke""]",1,0,"[""counter:smoke-hood"",""counter:isolate-leader"",""counter:sabotage""]",3,도시연맹 지휘소,1,encounter:10,"[{""enemyArchetypeId"":""enemy:legion-captain"",""maximumCount"":2,""minimumCount"":1},{""enemyArchetypeId"":""enemy:legion-pavise"",""maximumCount"":2,""minimumCount"":1}]",2,1,1,0.503,8010,encounter_10,6,3,3,1,0.25,7,target:war-device,OffenseEncounterObjective,Sabotage Target,explicit-serialized,"[""offense:unappraised-loot""]",1
