source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
TextileMaterialDefinitionSO,textilematerial:23101,TextileMaterialDefinitionSO|textilematerial:23101,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Materials/textile_shade_cloth.asset
TextileMaterialDefinitionSO,textilematerial:23102,TextileMaterialDefinitionSO|textilematerial:23102,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Materials/textile_frost_linen.asset
TextileMaterialDefinitionSO,textilematerial:23103,TextileMaterialDefinitionSO|textilematerial:23103,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Materials/textile_ember_cotton.asset
TextileMaterialDefinitionSO,textilematerial:23104,TextileMaterialDefinitionSO|textilematerial:23104,requires,research:textile:layered,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:layered; ResearchUnlockBundleDefinitionSO|research:textile:layered,Assets/Resources/SO/Apparel/Materials/textile_mire_canvas.asset
TextileMaterialDefinitionSO,textilematerial:23105,TextileMaterialDefinitionSO|textilematerial:23105,requires,research:textile:layered,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:layered; ResearchUnlockBundleDefinitionSO|research:textile:layered,Assets/Resources/SO/Apparel/Materials/textile_spore_hemp.asset
TextileMaterialDefinitionSO,textilematerial:23106,TextileMaterialDefinitionSO|textilematerial:23106,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Materials/textile_common_wool.asset
TextileMaterialDefinitionSO,textilematerial:23107,TextileMaterialDefinitionSO|textilematerial:23107,requires,research:textile:layered,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:layered; ResearchUnlockBundleDefinitionSO|research:textile:layered,Assets/Resources/SO/Apparel/Materials/textile_frost_wool.asset
TextileMaterialDefinitionSO,textilematerial:23108,TextileMaterialDefinitionSO|textilematerial:23108,requires,research:textile:layered,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:layered; ResearchUnlockBundleDefinitionSO|research:textile:layered,Assets/Resources/SO/Apparel/Materials/textile_deep_goat_wool.asset
TextileMaterialDefinitionSO,textilematerial:23109,TextileMaterialDefinitionSO|textilematerial:23109,requires,research:textile:tailoring,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:tailoring; ResearchUnlockBundleDefinitionSO|research:textile:tailoring,Assets/Resources/SO/Apparel/Materials/textile_cave_silk.asset
TextileMaterialDefinitionSO,textilematerial:23110,TextileMaterialDefinitionSO|textilematerial:23110,requires,research:textile:tailoring,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:tailoring; ResearchUnlockBundleDefinitionSO|research:textile:tailoring,Assets/Resources/SO/Apparel/Materials/textile_dreamweave.asset
TextileMaterialDefinitionSO,textilematerial:23111,TextileMaterialDefinitionSO|textilematerial:23111,requires,research:textile:tailoring,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:tailoring; ResearchUnlockBundleDefinitionSO|research:textile:tailoring,Assets/Resources/SO/Apparel/Materials/textile_leather.asset
TextileMaterialDefinitionSO,textilematerial:23112,TextileMaterialDefinitionSO|textilematerial:23112,requires,research:textile:tailoring,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:tailoring; ResearchUnlockBundleDefinitionSO|research:textile:tailoring,Assets/Resources/SO/Apparel/Materials/textile_rune_leather.asset
