source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
ApparelDefinitionSO,apparel:23001,ApparelDefinitionSO|apparel:23001,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Definitions/apparel_lower_underwear.asset
ApparelDefinitionSO,apparel:23002,ApparelDefinitionSO|apparel:23002,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Definitions/apparel_loincloth_underwear.asset
ApparelDefinitionSO,apparel:23003,ApparelDefinitionSO|apparel:23003,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Definitions/apparel_undershirt.asset
ApparelDefinitionSO,apparel:23004,ApparelDefinitionSO|apparel:23004,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Definitions/apparel_chest_wrap.asset
ApparelDefinitionSO,apparel:23005,ApparelDefinitionSO|apparel:23005,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Definitions/apparel_long_underpants.asset
ApparelDefinitionSO,apparel:23006,ApparelDefinitionSO|apparel:23006,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Definitions/apparel_socks.asset
ApparelDefinitionSO,apparel:23007,ApparelDefinitionSO|apparel:23007,requires,research:textile:fiber,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:fiber; ResearchUnlockBundleDefinitionSO|research:textile:fiber,Assets/Resources/SO/Apparel/Definitions/apparel_footwraps.asset
ApparelDefinitionSO,apparel:23008,ApparelDefinitionSO|apparel:23008,requires,research:textile:tailoring,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:tailoring; ResearchUnlockBundleDefinitionSO|research:textile:tailoring,Assets/Resources/SO/Apparel/Definitions/apparel_sleep_top.asset
ApparelDefinitionSO,apparel:23009,ApparelDefinitionSO|apparel:23009,requires,research:textile:tailoring,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:tailoring; ResearchUnlockBundleDefinitionSO|research:textile:tailoring,Assets/Resources/SO/Apparel/Definitions/apparel_sleep_bottom.asset
ApparelDefinitionSO,apparel:23010,ApparelDefinitionSO|apparel:23010,requires,research:textile:layered,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:layered; ResearchUnlockBundleDefinitionSO|research:textile:layered,Assets/Resources/SO/Apparel/Definitions/apparel_golem_functional_lining.asset
ApparelDefinitionSO,apparel:23011,ApparelDefinitionSO|apparel:23011,requires,research:textile:tailoring,,,requiredResearchId,required Research Id,content-reference,resolved-content,ResearchProjectSO|research:textile:tailoring; ResearchUnlockBundleDefinitionSO|research:textile:tailoring,Assets/Resources/SO/Apparel/Definitions/apparel_tunic.asset
