"building_id","asset_classification","source_path","cells","construction_wu","repair_wu","clean_wu","operate_wu","construction_bom","construction_value","construction_cost","maintenance","maintenance_per_game_hour","demolition_refund_rate","facility_capacity","default_batch_capacity","output_buffer_cycles","service_capacity","utility_max_throughput","process_work_seconds","final_value_source","static_status"
"building:10","player-composable-part","Assets/Resources/SO/Building/P1/P1_LowFoodShop.asset","3x1","30","14","9","10","material:steel-ingot×1","—","—","—","—","—","3","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:11","player-composable-part","Assets/Resources/SO/Building/P1/P1_MeatRestaurant.asset","4x1","36","16","10","10","material:steel-ingot×1","—","—","—","—","—","2","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:12","player-composable-part","Assets/Resources/SO/Building/P1/P1_GeneralStore.asset","3x1","30","14","9","10","material:steel-ingot×1","—","—","—","—","—","2","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:13","player-composable-part","Assets/Resources/SO/Building/P1/P1_WeaponShop.asset","3x1","30","14","9","10","material:steel-ingot×1","—","—","—","—","—","2","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:14","player-composable-part","Assets/Resources/SO/Building/P1/P1_RestRoom.asset","3x1","30","14","9","10","material:steel-ingot×1","—","—","—","—","—","3","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:15","player-composable-part","Assets/Resources/SO/Building/P1/P1_TrainingRoom.asset","4x1","36","16","10","10","material:steel-ingot×1","—","—","—","—","—","2","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:16","player-composable-part","Assets/Resources/SO/Building/P1/P1_ResearchLab.asset","4x1","36","16","10","10","material:steel-ingot×1","—","—","—","—","—","1|2","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1600","player-composable-part","Assets/Resources/SO/Building/ProductionSupport/WS01_미세_체_선반.asset","1x1","67","10","6.25","10","material:lumber×3","40","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1601","player-composable-part","Assets/Resources/SO/Building/ProductionSupport/WS02_담금_당화조.asset","1x1","67","10","6.25","10","material:lumber×3","40","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1602","player-composable-part","Assets/Resources/SO/Building/ProductionSupport/WS03_수동_발효조.asset","1x1","67","10","6.25","10","material:lumber×3","40","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
