"stable_id","display_name","flow_role","process_class","inputs","outputs","facility_tag","workstation_tag","required_research_id","required_support_tags","source_declared_function","portfolio_commitment","same_era_alternative_candidates","bottleneck_and_overproduction","activation_receipt","recovery_or_conversion","status"
"recipe:advanced-medicine","고급 약품","Transform","Chemical","[{""amount"":1,""itemId"":""medicine:standard""},{""amount"":1,""itemId"":""resource:mana-crystal""},{""amount"":2,""itemId"":""resource:moonflower""},{""amount"":1,""itemId"":""resource:milk""}]","[{""amount"":1,""itemId"":""medicine:advanced"",""outputLineId"":""output:recipe:advanced-medicine/000/main/medicine:advanced"",""probability"":1,""role"":0}]","alchemy","workstation:alchemy","research:pharmacology:advanced","[]","medicine:advanced×1 생산 경로를 제공한다. 입력은 medicine:standard×1, resource:mana-crystal×1, resource:moonflower×2, resource:milk×1이다. research:pharmacology:advanced 연구가 생산 시점을 제한한다. alchemy 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:antidote","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:alcohol","기초 알코올","Transform","Chemical","[{""amount"":2,""itemId"":""material:fermented-liquor""}]","[{""amount"":2,""itemId"":""material:alcohol"",""outputLineId"":""output:recipe:alcohol/000/main/material:alcohol"",""probability"":1,""role"":0}]","distillery","workstation:distillery","research:cuisine:distilling-aging","[""support:fractional-still""]","material:alcohol×2 생산 경로를 제공한다. 입력은 material:fermented-liquor×2이다. research:cuisine:distilling-aging 연구가 생산 시점을 제한한다. distillery 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:solvent","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:armor-piercing-cartridge","철갑 탄약","Transform","Precision","[{""amount"":4,""itemId"":""material:lead-shot""},{""amount"":1,""itemId"":""material:granulated-powder""},{""amount"":1,""itemId"":""material:cartridge-paper""}]","[{""amount"":6,""itemId"":""ammo:armor-piercing-cartridge"",""outputLineId"":""output:recipe:ammo:armor-piercing-cartridge/000/main/ammo:armor-piercing-cartridge"",""probability"":1,""role"":0}]","workstation:v3:ammo-press","workstation:v3:ammo-press","research:equipment:pressure-barrels","[]","ammo:armor-piercing-cartridge×6 생산 경로를 제공한다. 입력은 material:lead-shot×4, material:granulated-powder×1, material:cartridge-paper×1이다. research:equipment:pressure-barrels 연구가 생산 시점을 제한한다. workstation:v3:ammo-press 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:ammo:smoke-cartridge, ProductionRecipeSO:recipe:ammo:scatter-cartridge, ProductionRecipeSO:recipe:ammo:tranquilizer-dart, ProductionRecipeSO:recipe:ammo:paper-cartridge","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:blacksteel-bolt","흑강 볼트","Transform","Heavy Industrial","[{""amount"":1,""itemId"":""material:blacksteel-ingot""},{""amount"":1,""itemId"":""material:laminated-lumber""}]","[{""amount"":6,""itemId"":""ammo:blacksteel-bolt"",""outputLineId"":""output:recipe:ammo:blacksteel-bolt/000/main/ammo:blacksteel-bolt"",""probability"":1,""role"":0}]","workstation:v21:blacksteel-annex","workstation:v21:blacksteel-annex","research:industry:dark-foundry","[]","ammo:blacksteel-bolt×6 생산 경로를 제공한다. 입력은 material:blacksteel-ingot×1, material:laminated-lumber×1이다. research:industry:dark-foundry 연구가 생산 시점을 제한한다. workstation:v21:blacksteel-annex 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","동일 비교군 없음","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:blasting-charge","발파 장약","Transform","Precision","[{""amount"":2,""itemId"":""material:black-powder""},{""amount"":1,""itemId"":""material:paper""},{""amount"":1,""itemId"":""material:rope""}]","[{""amount"":2,""itemId"":""ammo:blasting-charge"",""outputLineId"":""output:recipe:ammo:blasting-charge/000/main/ammo:blasting-charge"",""probability"":1,""role"":0}]","workstation:v3:defense-ammo","workstation:v3:defense-ammo","research:mining:deep","[]","ammo:blasting-charge×2 생산 경로를 제공한다. 입력은 material:black-powder×2, material:paper×1, material:rope×1이다. research:mining:deep 연구가 생산 시점을 제한한다. workstation:v3:defense-ammo 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:ammo:incendiary-arrow, ProductionRecipeSO:recipe:ammo:incendiary-bolt, ProductionRecipeSO:recipe:ammo:mana-disruptor-bolt, ProductionRecipeSO:recipe:ammo:trap-canister","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:incendiary-arrow","소이 화살","Transform","Precision","[{""amount"":6,""itemId"":""ammo:arrow-steel""},{""amount"":1,""itemId"":""material:granulated-powder""}]","[{""amount"":6,""itemId"":""ammo:incendiary-arrow"",""outputLineId"":""output:recipe:ammo:incendiary-arrow/000/main/ammo:incendiary-arrow"",""probability"":1,""role"":0}]","workstation:v3:defense-ammo","workstation:v3:defense-ammo","research:equipment:black-powder","[]","ammo:incendiary-arrow×6 생산 경로를 제공한다. 입력은 ammo:arrow-steel×6, material:granulated-powder×1이다. research:equipment:black-powder 연구가 생산 시점을 제한한다. workstation:v3:defense-ammo 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:ammo:incendiary-bolt, ProductionRecipeSO:recipe:ammo:mana-disruptor-bolt, ProductionRecipeSO:recipe:ammo:blasting-charge, ProductionRecipeSO:recipe:ammo:trap-canister","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:incendiary-bolt","소이 볼트","Transform","Precision","[{""amount"":6,""itemId"":""ammo:bolt-steel""},{""amount"":1,""itemId"":""material:granulated-powder""}]","[{""amount"":6,""itemId"":""ammo:incendiary-bolt"",""outputLineId"":""output:recipe:ammo:incendiary-bolt/000/main/ammo:incendiary-bolt"",""probability"":1,""role"":0}]","workstation:v3:defense-ammo","workstation:v3:defense-ammo","research:equipment:black-powder","[]","ammo:incendiary-bolt×6 생산 경로를 제공한다. 입력은 ammo:bolt-steel×6, material:granulated-powder×1이다. research:equipment:black-powder 연구가 생산 시점을 제한한다. workstation:v3:defense-ammo 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:ammo:incendiary-arrow, ProductionRecipeSO:recipe:ammo:mana-disruptor-bolt, ProductionRecipeSO:recipe:ammo:blasting-charge, ProductionRecipeSO:recipe:ammo:trap-canister","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:mana-disruptor-bolt","마나 차단 볼트","Transform","Precision","[{""amount"":6,""itemId"":""ammo:bolt-steel""},{""amount"":1,""itemId"":""material:mana-alloy""}]","[{""amount"":6,""itemId"":""ammo:mana-disruptor-bolt"",""outputLineId"":""output:recipe:ammo:mana-disruptor-bolt/000/main/ammo:mana-disruptor-bolt"",""probability"":1,""role"":0}]","workstation:v3:defense-ammo","workstation:v3:defense-ammo","research:defense:rune-identification","[]","ammo:mana-disruptor-bolt×6 생산 경로를 제공한다. 입력은 ammo:bolt-steel×6, material:mana-alloy×1이다. research:defense:rune-identification 연구가 생산 시점을 제한한다. workstation:v3:defense-ammo 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:ammo:incendiary-arrow, ProductionRecipeSO:recipe:ammo:incendiary-bolt, ProductionRecipeSO:recipe:ammo:blasting-charge, ProductionRecipeSO:recipe:ammo:trap-canister","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:paper-cartridge","종이 탄약통","Transform","Precision","[{""amount"":6,""itemId"":""material:lead-shot""},{""amount"":1,""itemId"":""material:black-powder""},{""amount"":1,""itemId"":""material:paper""}]","[{""amount"":12,""itemId"":""ammo:paper-cartridge"",""outputLineId"":""output:recipe:ammo:paper-cartridge/000/main/ammo:paper-cartridge"",""probability"":1,""role"":0}]","workstation:v3:ammo-press","workstation:v3:ammo-press","research:equipment:standard-ammunition","[]","ammo:paper-cartridge×12 생산 경로를 제공한다. 입력은 material:lead-shot×6, material:black-powder×1, material:paper×1이다. research:equipment:standard-ammunition 연구가 생산 시점을 제한한다. workstation:v3:ammo-press 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","비교 후보(대체 가능성 미검증): ProductionRecipeSO:recipe:ammo:smoke-cartridge, ProductionRecipeSO:recipe:ammo:armor-piercing-cartridge, ProductionRecipeSO:recipe:ammo:scatter-cartridge, ProductionRecipeSO:recipe:ammo:tranquilizer-dart","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
"recipe:ammo:rune-cartridge","룬 탄약통","Transform","Rune","[{""amount"":1,""itemId"":""material:mana-alloy""},{""amount"":1,""itemId"":""material:granulated-powder""},{""amount"":1,""itemId"":""material:cartridge-paper""}]","[{""amount"":6,""itemId"":""ammo:rune-cartridge"",""outputLineId"":""output:recipe:ammo:rune-cartridge/000/main/ammo:rune-cartridge"",""probability"":1,""role"":0}]","workstation:v3:rune-conductor","workstation:v3:rune-conductor","research:equipment:rune-module-tuning","[]","ammo:rune-cartridge×6 생산 경로를 제공한다. 입력은 material:mana-alloy×1, material:granulated-powder×1, material:cartridge-paper×1이다. research:equipment:rune-module-tuning 연구가 생산 시점을 제한한다. workstation:v3:rune-conductor 시설 계열에 생산 역할을 부여한다.","이 조합식의 입력 재고·작업대·연구·작업자를 점유해 같은 재료를 쓰는 다른 제작·식량·의료·군수 주문을 늦춘다","동일 비교군 없음","입력이 재공품에 잠기거나 출력에 실제 소비처가 없으면 저장·운반·부패 또는 자본 점유가 병목이 된다","입력 예약·작업대 점유·실제 주문 완료·출력 입고와 하류 소비 또는 보관 기록","새 배치를 중단하고 완성품·중간재를 우선 소비·교환·수리·재활용 경로로 보내 병목을 푼다","설계 확정; BOM·작업·온도·물·부패·처리량 수치는 source authority와 밸런스 기준서에서 별도 검증 OPEN"
