target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:beastkin:crisis,FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-contract:beastkin:crisis,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:beastkin:crisis,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:beastkin:strategic,FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-contract:beastkin:strategic,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:beastkin:strategic,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:beastkin:supply,FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,faction-contract:beastkin:supply,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:beastkin:supply,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:demon:crisis,FactionArcDefinitionSO,faction-arc:demon,FactionArcDefinitionSO|faction-arc:demon,references,faction-contract:demon:crisis,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:demon:crisis,Assets/Resources/SO/V20/Factions/Arcs/arc_demon.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:demon:strategic,FactionArcDefinitionSO,faction-arc:demon,FactionArcDefinitionSO|faction-arc:demon,references,faction-contract:demon:strategic,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:demon:strategic,Assets/Resources/SO/V20/Factions/Arcs/arc_demon.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:demon:supply,FactionArcDefinitionSO,faction-arc:demon,FactionArcDefinitionSO|faction-arc:demon,references,faction-contract:demon:supply,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:demon:supply,Assets/Resources/SO/V20/Factions/Arcs/arc_demon.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:golem:crisis,FactionArcDefinitionSO,faction-arc:golem,FactionArcDefinitionSO|faction-arc:golem,references,faction-contract:golem:crisis,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:golem:crisis,Assets/Resources/SO/V20/Factions/Arcs/arc_golem.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:golem:strategic,FactionArcDefinitionSO,faction-arc:golem,FactionArcDefinitionSO|faction-arc:golem,references,faction-contract:golem:strategic,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:golem:strategic,Assets/Resources/SO/V20/Factions/Arcs/arc_golem.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:golem:supply,FactionArcDefinitionSO,faction-arc:golem,FactionArcDefinitionSO|faction-arc:golem,references,faction-contract:golem:supply,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:golem:supply,Assets/Resources/SO/V20/Factions/Arcs/arc_golem.asset
FactionContractDefinitionSO,FactionContractDefinitionSO|faction-contract:harpy:crisis,FactionArcDefinitionSO,faction-arc:harpy,FactionArcDefinitionSO|faction-arc:harpy,references,faction-contract:harpy:crisis,,,contractIds,contract Ids,content-reference,resolved-content,FactionContractDefinitionSO|faction-contract:harpy:crisis,Assets/Resources/SO/V20/Factions/Arcs/arc_harpy.asset
