target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:apparel:hauling-harness,ResearchProjectSO,research:commerce:logistics,ResearchProjectSO|research:commerce:logistics,unlocks-recipe,recipe:v22:apparel:hauling-harness,,,references.RefIds.1.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:apparel:hauling-harness,Assets/Resources/SO/Research/Projects/commerce_logistics.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:apparel:cold-work-suit,ResearchProjectSO,research:environment:cold-work,ResearchProjectSO|research:environment:cold-work,unlocks-recipe,recipe:v22:apparel:cold-work-suit,,,references.RefIds.5.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:apparel:cold-work-suit,Assets/Resources/SO/Research/Projects/environment_cold_work.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:apparel:slime-warming-pad,ResearchProjectSO,research:environment:cold-work,ResearchProjectSO|research:environment:cold-work,unlocks-recipe,recipe:v22:apparel:slime-warming-pad,,,references.RefIds.6.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:apparel:slime-warming-pad,Assets/Resources/SO/Research/Projects/environment_cold_work.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:apparel:rune-cold-suit,ResearchProjectSO,research:environment:rune-insulation,ResearchProjectSO|research:environment:rune-insulation,unlocks-recipe,recipe:v22:apparel:rune-cold-suit,,,references.RefIds.1.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:apparel:rune-cold-suit,Assets/Resources/SO/Research/Projects/environment_rune_insulation.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:spin-powered:cave-silk,ResearchProjectSO,research:industry:assisted-processing,ResearchProjectSO|research:industry:assisted-processing,unlocks-recipe,recipe:v22:spin-powered:cave-silk,,,references.RefIds.4.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:spin-powered:cave-silk,Assets/Resources/SO/Research/Projects/industry_assisted_processing.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:spin-powered:common-wool,ResearchProjectSO,research:industry:assisted-processing,ResearchProjectSO|research:industry:assisted-processing,unlocks-recipe,recipe:v22:spin-powered:common-wool,,,references.RefIds.5.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:spin-powered:common-wool,Assets/Resources/SO/Research/Projects/industry_assisted_processing.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:spin-powered:deep-goat-wool,ResearchProjectSO,research:industry:assisted-processing,ResearchProjectSO|research:industry:assisted-processing,unlocks-recipe,recipe:v22:spin-powered:deep-goat-wool,,,references.RefIds.6.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:spin-powered:deep-goat-wool,Assets/Resources/SO/Research/Projects/industry_assisted_processing.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:spin-powered:dreamweave,ResearchProjectSO,research:industry:assisted-processing,ResearchProjectSO|research:industry:assisted-processing,unlocks-recipe,recipe:v22:spin-powered:dreamweave,,,references.RefIds.7.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:spin-powered:dreamweave,Assets/Resources/SO/Research/Projects/industry_assisted_processing.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:spin-powered:ember-cotton,ResearchProjectSO,research:industry:assisted-processing,ResearchProjectSO|research:industry:assisted-processing,unlocks-recipe,recipe:v22:spin-powered:ember-cotton,,,references.RefIds.8.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:spin-powered:ember-cotton,Assets/Resources/SO/Research/Projects/industry_assisted_processing.asset
ProductionRecipeSO,ProductionRecipeSO|recipe:v22:spin-powered:frost-linen,ResearchProjectSO,research:industry:assisted-processing,ResearchProjectSO|research:industry:assisted-processing,unlocks-recipe,recipe:v22:spin-powered:frost-linen,,,references.RefIds.9.data.recipeId,BlueprintRecipeUnlock,content-reference,resolved-content,ProductionRecipeSO|recipe:v22:spin-powered:frost-linen,Assets/Resources/SO/Research/Projects/industry_assisted_processing.asset
