target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
BuildingSO,BuildingSO|building:5,CharacterSO,character-archetype:0,CharacterSO|character-archetype:0,references,building:5,,,favoriteStore.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:5,Assets/Scripts/Services/Character/SO/TestCharacter.asset
BuildingSO,BuildingSO|building:1000,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9101,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9101,references,building:1000,,,fromFacilities.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1000,Assets/Resources/SO/FacilityEvolution/P1/EV_CommercialGrill.asset
BuildingSO,BuildingSO|building:1001,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9101,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9101,references,building:1001,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1001,Assets/Resources/SO/FacilityEvolution/P1/EV_CommercialGrill.asset
BuildingSO,BuildingSO|building:1002,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9101,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9101,requires,building:1002,,,requiredUniqueFixtures.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1002,Assets/Resources/SO/FacilityEvolution/P1/EV_CommercialGrill.asset
BuildingSO,BuildingSO|building:1013,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9102,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9102,references,building:1013,,,fromFacilities.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1013,Assets/Resources/SO/FacilityEvolution/P1/EV_SecureDisplay.asset
BuildingSO,BuildingSO|building:1014,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9102,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9102,references,building:1014,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1014,Assets/Resources/SO/FacilityEvolution/P1/EV_SecureDisplay.asset
BuildingSO,BuildingSO|building:1012,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9102,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9102,requires,building:1012,,,requiredUniqueFixtures.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1012,Assets/Resources/SO/FacilityEvolution/P1/EV_SecureDisplay.asset
BuildingSO,BuildingSO|building:1070,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9102,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9102,requires,building:1070,,,requiredUniqueFixtures.1,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1070,Assets/Resources/SO/FacilityEvolution/P1/EV_SecureDisplay.asset
BuildingSO,BuildingSO|building:1044,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9103,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9103,references,building:1044,,,fromFacilities.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1044,Assets/Resources/SO/FacilityEvolution/P1/EV_TacticalTable.asset
BuildingSO,BuildingSO|building:1047,FacilityEvolutionRecipeSO,facilityevolutionrecipe:9103,FacilityEvolutionRecipeSO|facilityevolutionrecipe:9103,references,building:1047,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1047,Assets/Resources/SO/FacilityEvolution/P1/EV_TacticalTable.asset
